_runtime,response_length/min,perf/max_memory_allocated_gb,critic/returns/max,timing_s/save_checkpoint,global_seqlen/max,val/generations,prompt_length/clip_ratio,prompt_length/min,critic/rewards/min,timing_per_token_ms/gen,difficulty/verification/unknown,difficulty/0_verification/unknown,difficulty/reward/unknown,difficulty/length/unknown,perf/mfu/actor,timing_per_token_ms/adv,critic/advantages/max,actor/lr,global_seqlen/balanced_min,critic/score/under_16k,critic/score/mean,val/openai/gsm8k/reward/unknown,val/openai/gsm8k/length/unknown,global_seqlen/min,perf/throughput,val/openai/gsm8k/test_score/unknown,actor/ppo_kl,steps/compute_matched_steps,val/openai/gsm8k/reward/mean,val/openai/gsm8k/1_length/mean,perf/total_num_tokens,steps/steps,val/openai/gsm8k/1_length/unknown,prompt_length/max,critic/score/min,actor/kl_loss,global_seqlen/balanced_max,_step,difficulty/zero_advantage_ratio/unknown,perf/max_memory_reserved_gb,timing_s/adv,critic/returns/min,critic/rewards/max,val/openai/gsm8k/test_score/,critic/score/under_4k,actor/pg_clipfrac,val/openai/gsm8k/length/mean,perf/time_per_step,global_seqlen/minmax_diff,timing_s/ref,response_length/clip_ratio,val/openai/gsm8k/0_length/unknown,difficulty/1_verification/unknown,timing_s/old_log_prob,timing_s/update_actor,actor/kl_coef,critic/score/max,perf/cpu_memory_used_gb,critic/returns/mean,timing_per_token_ms/update_actor,actor/pg_loss,response_length/max,timing_per_token_ms/ref,critic/rewards/mean,global_seqlen/mean,critic/score/under_8k,response_length/mean,_timestamp,critic/advantages/mean,val/openai/gsm8k/0_length/mean,actor/entropy,critic/score/under_2k,difficulty/1_length/unknown,difficulty/0_length/unknown,timing_s/gen,actor/grad_norm,prompt_length/mean,timing_s/testing,timing_s/step,actor/pg_clipfrac_lower,critic/advantages/min
1214.502675097,348.0,130.57374382019043,2.4748666286468506,,506739.0,,0.0,48.0,0.0,0.08278890506412834,3.501953125,3.540084388185654,0.07421875,900.443359375,0.0,0.0002892684143121466,2.4748666286468506,1e-06,506739.0,0.07421875,0.07421875,,,506739.0,6930.333476016799,,4.956021396175514e-05,4070571.0,,,506739.0,10.0,,143.0,0.0,0.0031683240085840225,506739.0,10,0.609375,156.470703125,0.14658358700012286,-0.7245674133300781,1.0,,0.07421875,0.001326120572457512,,73.11899228999982,0.0,6.393343927999922,0.5625,,3.026315789473684,6.195802501999879,22.19426908599985,0.001,1.0,36.05949020385742,0.004674250725656748,0.04379822568620108,-0.004655963450204581,1024.0,0.012616640771679153,0.07421875,506739.0,0.07421875,900.443359375,1780510630.5106406,0.004674250725656748,,0.10925819794647396,0.07421875,898.1315789473684,900.6286919831224,38.167920534999894,0.4652414619922638,89.28125,,73.11899228999982,4.370191163616255e-06,-0.7245674133300781
1285.318813114,313.0,130.57374382019043,2.4748666286468506,,472464.0,,0.0,47.0,0.0,0.08323929872162257,3.6328125,3.7047817047817047,0.060546875,842.4375,0.0,0.00028948560313557786,2.4748666286468506,1e-06,472464.0,0.060546875,0.060546875,,,472464.0,6876.990899583814,,4.6306354640061424e-05,4531598.0,,,472464.0,11.0,,141.0,0.0,0.003938230685889721,472464.0,11,0.640625,156.470703125,0.13677152599984765,-0.7245674133300781,1.0,,0.060546875,0.001577856466853215,,68.70214122699986,0.0,5.931983948999914,0.501953125,,2.5161290322580645,5.635108905999914,21.072560016999887,0.001,1.0,36.056575775146484,-0.0007302826852537692,0.044601408820565985,0.000723483064211905,1024.0,0.012555419987554425,0.060546875,472464.0,0.060546875,842.4375,1780510699.7486417,-0.0007302826852537692,,0.10655493314067523,0.060546875,790.5483870967741,845.7817047817048,35.90344023900002,0.40533384680747986,80.34375,,68.70214122699986,7.100261427694932e-06,-0.7245674133300781
1359.343326895,335.0,130.57374382019043,2.4748666286468506,,491753.0,,0.0,55.0,0.0,0.08099666680508395,3.603515625,3.783482142857143,0.125,874.845703125,0.0,0.00028903318942646324,2.4748666286468506,1e-06,491753.0,0.125,0.125,,,491753.0,6958.97207916599,,0.00018358854879719025,4962926.0,,,491753.0,12.0,,168.0,0.0,0.004248649347573519,491753.0,12,0.515625,156.470703125,0.14213293800003157,-1.20761239528656,1.0,,0.125,0.0018622673777562956,,70.66460310599996,0.0,6.220626417000176,0.49609375,,2.34375,5.932144206999965,22.067195314999935,0.001,1.0,36.108558654785156,0.0041611515916883945,0.04487455148214639,-0.003967174343884953,1024.0,0.012649900289373274,0.125,491753.0,0.125,874.845703125,1780510770.5646758,0.0041611515916883945,,0.11046110574276216,0.125,836.421875,880.3348214285714,36.28010799200001,0.5322149991989136,85.609375,,70.66460310599996,6.50861423515204e-06,-1.20761239528656
1429.870384127,387.0,130.57374382019043,2.4748666286468506,,513079.0,,0.0,51.0,0.0,0.081943919333412,3.9375,4.067833698030634,0.107421875,912.998046875,0.0,0.0002791261443168573,2.4748666286468506,1e-06,513079.0,0.107421875,0.107421875,,,513079.0,6947.368308640455,,0.00016034734664682412,5410847.0,,,513079.0,13.0,,153.0,0.0,0.007213767152279615,513079.0,13,0.546875,156.470703125,0.1432137629999488,-1.20761239528656,1.0,,0.107421875,0.0017265473936938427,,73.85228149800014,0.0,6.500323743000081,0.619140625,,2.8545454545454545,6.193223775999968,22.687747347999903,0.001,1.0,36.16843032836914,0.003315606852993369,0.04421881883296705,-0.0032814882865888208,1024.0,0.012669245365723565,0.107421875,513079.0,0.107421875,912.998046875,1780510844.5891159,0.003315606852993369,,0.11415900267434842,0.107421875,889.9454545454546,915.7724288840262,38.30509481200011,0.4881359934806824,89.109375,,73.85228149800014,8.511660615278577e-06,-1.20761239528656
1502.100883905,381.0,130.57374382019043,2.4748666286468506,,481987.0,,0.0,48.0,0.0,0.08412696479823843,3.283203125,3.510204081632653,0.234375,855.115234375,0.0,0.00028832886364171215,2.4748666286468506,1e-06,481987.0,0.234375,0.234375,,,481987.0,6848.491324450147,,0.00010427361799732655,5878302.0,,,481987.0,14.0,,140.0,0.0,0.006586909294128418,481987.0,14,0.359375,156.470703125,0.1389707640000779,-1.6201815605163574,1.0,,0.234375,0.002026199495109419,,70.37856619299987,0.0,6.419778588000099,0.458984375,,2.5416666666666665,5.813275973000145,21.151019382999948,0.001,1.0,36.06838607788086,0.004268084652721882,0.043882966517769045,-0.004106257776341712,1024.0,0.013319401950675224,0.234375,481987.0,0.234375,855.115234375,1780510915.11626,0.004268084652721882,,0.10224592114488283,0.234375,825.9083333333333,864.0561224489796,36.83238360099995,0.5911251306533813,86.265625,,70.37856619299987,6.84683351816299e-06,-1.6201815605163574
1572.599386387,388.0,130.57374382019043,2.4748666286468506,,500961.0,,0.0,47.0,0.0,0.08169704779575433,3.43359375,3.7394736842105263,0.2578125,890.548828125,0.0,0.00028535886426259605,2.4748666286468506,1e-06,500961.0,0.2578125,0.2578125,,,500961.0,6950.3211059172645,,0.0001414111045505706,6316121.0,,,500961.0,15.0,,168.0,0.0,0.006989369634538889,500961.0,15,0.34375,156.470703125,0.14295366199985438,-2.4748666286468506,1.0,,0.2578125,0.001932749553816393,,72.07738928399999,0.0,6.315808145000119,0.525390625,,2.553030303030303,6.028769131999979,22.315682643999935,0.001,1.0,36.104408264160156,0.005287049803882837,0.044545748359652616,-0.005198519094847143,1024.0,0.012607384896229685,0.2578125,500961.0,0.2578125,890.548828125,1780510987.346769,0.005287049803882837,,0.10242778505198658,0.2578125,887.3712121212121,891.6526315789474,37.25066760999994,0.5327209830284119,87.890625,,72.07738928399999,6.656746109001688e-06,-2.4748666286468506
1645.290847106,285.0,130.57374382019043,2.4748666286468506,,487684.0,,0.0,57.0,0.0,0.08191960159405551,3.470703125,3.942857142857143,0.31640625,868.4609375,0.0,0.00028782839707665726,2.4748666286468506,1e-06,487684.0,0.31640625,0.31640625,,,487684.0,6932.37712839196,,0.00015608220060277098,6772082.0,,,487684.0,16.0,,128.0,0.0,0.008333953097462654,487684.0,16,0.28125,156.470703125,0.14036930399993253,-2.4748666286468506,1.0,,0.31640625,0.002215537865976653,,70.34874055,0.0,6.125723379999954,0.5234375,,2.450617283950617,5.884264668000014,21.750076658000125,0.001,1.0,36.103023529052734,-0.0006400705897249281,0.04459870870891833,0.0007755137499301664,1024.0,0.01256084550651642,0.31640625,487684.0,0.31640625,868.4609375,1780511057.8452766,-0.0006400705897249281,,0.10874587345507837,0.31640625,814.3456790123457,893.5085714285714,36.42571468799997,0.582890510559082,84.046875,,70.34874055,4.490672454853813e-06,-2.4748666286468506
1716.465671773,404.0,130.57374382019043,2.4748666286468506,,504623.0,,0.0,55.0,0.0,0.08068692134431878,3.44140625,4.112179487179487,0.390625,900.607421875,0.0,0.00028687430616506276,2.4748666286468506,1e-06,504623.0,0.390625,0.390625,,,504623.0,6958.979899657049,,3.299718866855983e-05,7216734.0,,,504623.0,17.0,,143.0,0.0,0.013311761431396008,504623.0,17,0.21875,156.470703125,0.14476337299993247,-2.4748666286468506,1.0,,0.390625,0.002412678331893403,,72.5139326850001,0.0,6.751690675999953,0.5546875,,2.395,6.139753751999933,22.249374209000052,0.001,1.0,36.087947845458984,-0.008621553890407085,0.044091082271319484,0.008797592763585271,1024.0,0.013379672896399793,0.390625,504623.0,0.390625,900.607421875,1780511130.5365562,-0.008621553890407085,,0.10827687825076282,0.390625,856.41,928.9391025641025,37.205626988000176,0.6436116099357605,84.984375,,72.5139326850001,4.237575694787665e-06,-2.4748666286468506
1786.855054414,356.0,130.57374382019043,2.4748666286468506,,490427.0,,0.0,48.0,0.0,0.08243508785619709,3.67578125,4.289308176100629,0.37890625,874.787109375,0.0,0.00028443220091871037,2.4748666286468506,1e-06,490427.0,0.37890625,0.37890625,,,490427.0,6904.991002732256,,0.00015326441127634156,7677845.0,,,490427.0,18.0,,148.0,0.0,0.012458684854209423,490427.0,18,0.21875,156.470703125,0.13949323099996036,-2.4748666286468506,1.0,,0.37890625,0.0026378864122013892,,71.02500203199997,0.0,6.142938951999895,0.53125,,2.670103092783505,5.863900784999942,21.934616285000175,0.001,1.0,36.16771697998047,0.007085476536303759,0.04472554791029078,-0.006519269017923263,1024.0,0.012525694857746199,0.37890625,490427.0,0.37890625,874.787109375,1780511201.711566,0.007085476536303759,,0.10748991466337635,0.37890625,843.0515463917526,894.1477987421383,36.92193393499997,0.6293391585350037,83.078125,,71.02500203199997,1.088277114773049e-05,-2.4748666286468506
1858.682491547,307.0,130.57374382019043,2.4748666286468506,,486599.0,,0.0,53.0,0.0,0.08234022539818014,3.466796875,4.38403041825095,0.486328125,860.482421875,0.0,0.0002883829416004287,2.4748666286468506,1e-06,486599.0,0.486328125,0.486328125,,,486599.0,6927.724709087462,,0.00013158654814281862,8125736.0,,,486599.0,19.0,,167.0,0.0,0.015209119766950607,486599.0,19,0.21875,156.470703125,0.140326850999827,-2.4748666286468506,1.0,,0.486328125,0.0025892952276814368,,70.23936724300006,0.0,6.117195308000191,0.46484375,,2.497991967871486,5.840025962000027,21.843556340000077,0.001,1.0,36.13074493408203,-0.009741641581058502,0.044890261467861785,0.009883104192633782,1024.0,0.01257132733112931,0.486328125,486599.0,0.486328125,860.482421875,1780511272.1009045,-0.009741641581058502,,0.10911412945678158,0.486328125,797.5261044176707,920.0874524714828,36.276386083000034,0.7034417390823364,89.90625,,70.23936724300006,4.48371171050014e-06,-2.4748666286468506
1928.35685003,326.0,130.57374382019043,2.4748666286468506,,499768.0,,0.0,57.0,0.0,0.08122757840415591,3.951171875,5.3803921568627455,0.501953125,885.0625,0.0,0.0002865194110065469,2.4748666286468506,1e-06,499768.0,0.501953125,0.501953125,,,499768.0,6972.429612195,,7.803434871293589e-05,8566303.0,,,499768.0,20.0,,161.0,0.0,0.016270039603114128,499768.0,20,0.359375,156.470703125,0.14319323299991993,-2.4748666286468506,1.0,,0.501953125,0.0016570526335741424,,71.67774044299995,0.0,6.333622828999978,0.587890625,,2.5330739299610894,6.125145671000155,22.244975911999973,0.001,1.0,36.067771911621094,-0.008165210485458374,0.04451060474460144,0.008213446730928074,1024.0,0.012673125988458602,0.501953125,499768.0,0.501953125,885.0625,1780511343.928446,-0.008165210485458374,,0.10789980835491611,0.501953125,800.6225680933852,970.1647058823529,36.80843960900006,0.5399359464645386,91.046875,,71.67774044299995,1.09559238602918e-05,-2.4748666286468506
1996.890509807,251.0,130.57374382019043,2.4748666286468506,,481028.0,,0.0,56.0,0.0,0.08229210573251954,3.3359375,4.466942148760331,0.52734375,853.2734375,0.0,0.00028947363978848223,2.4748666286468506,1e-06,481028.0,0.52734375,0.52734375,,,481028.0,6918.5724667428685,,0.0001535895054530556,9019455.0,,,481028.0,21.0,,124.0,0.0,0.014237020164728165,481028.0,21,0.296875,156.470703125,0.13924492600017402,-2.4748666286468506,1.0,,0.52734375,0.0019292302017371791,,69.52705956499994,0.0,6.110670043000027,0.48046875,,2.3222222222222224,5.853189408999924,21.449682131999907,0.001,1.0,36.09109115600586,-0.015150444582104683,0.04459133799279856,0.015321617076794306,1024.0,0.012703356234980142,0.52734375,481028.0,0.52734375,853.2734375,1780511413.602775,-0.015150444582104683,,0.10148489773273468,0.52734375,786.7592592592592,927.4834710743802,35.9514459840002,0.5782115459442139,86.234375,,69.52705956499994,4.570044014447679e-06,-2.4748666286468506
2067.64825187,246.0,130.57374382019043,2.4748666286468506,,473291.0,,0.0,51.0,0.0,0.08302559844851991,3.38671875,4.901639344262295,0.642578125,842.693359375,0.0,0.00029059280653934193,2.4748666286468506,1e-06,473291.0,0.642578125,0.642578125,,,473291.0,6920.860049980113,,0.00025115988169091,9456331.0,,,473291.0,22.0,,132.0,0.0,0.018564248457551003,473291.0,22,0.46875,156.470703125,0.1375349599998117,-2.4748666286468506,1.0,,0.642578125,0.001334219992471238,,68.38615382800003,0.0,5.923435635000033,0.4453125,,2.5440729483282674,5.6620039140000245,20.817335566999645,0.001,1.0,36.14228057861328,-0.01808452606201172,0.043984220209130634,0.018352492566918954,1024.0,0.012515419974180857,0.642578125,473291.0,0.642578125,842.693359375,1780511482.1364808,-0.01808452606201172,,0.10476240168015162,0.642578125,780.2887537993921,954.8852459016393,35.82214168099995,0.588239848613739,81.703125,,68.38615382800003,2.28890567086637e-06,-2.4748666286468506
2134.050703319,324.0,130.57374382019043,2.4748666286468506,,490428.0,,0.0,51.0,0.0,0.08194814283730373,3.509765625,5.434146341463415,0.599609375,871.9765625,0.0,0.0002840135738577626,2.4748666286468506,1e-06,490428.0,0.599609375,0.599609375,,,490428.0,6945.903923548642,,0.00010903045632960951,9887790.0,,,490428.0,23.0,,167.0,0.0,0.02232024446129799,490428.0,23,0.453125,156.470703125,0.1392882089999148,-2.4748666286468506,1.0,,0.599609375,0.0012751247906576722,,70.60679292400027,0.0,6.138538932000301,0.52734375,,2.224755700325733,5.875950691000071,21.843110784000146,0.001,1.0,36.174503326416016,-0.017200004309415817,0.04453887376740347,0.017362918881248805,1024.0,0.012516697521349315,0.599609375,490428.0,0.599609375,871.9765625,1780511552.8941228,-0.017200004309415817,,0.10323265387165931,0.599609375,788.3224755700326,997.2536585365854,36.58591226599992,0.5576379895210266,85.890625,,70.60679292400027,0.0,-2.4748666286468506
2201.580136698,222.0,130.57374382019043,2.4748666286468506,,454078.0,,0.0,58.0,0.0,0.0846566207466177,3.359375,5.68361581920904,0.654296875,801.63671875,0.0,0.0002944583001149093,2.4748666286468506,1e-06,454078.0,0.654296875,0.654296875,,,454078.0,6852.967990612556,,0.00010958841033113589,10334242.0,,,454078.0,24.0,,154.0,0.0,0.02575996145606041,454078.0,24,0.65625,156.470703125,0.13370703599957778,-2.4748666286468506,1.0,,0.654296875,0.0009615677388085585,,66.26004975100022,0.0,5.706836958000167,0.384765625,,2.1313432835820896,5.435245079000197,20.214109421000103,0.001,1.0,36.169857025146484,-0.01573503576219082,0.04451682182576584,0.01592761534266174,1024.0,0.012567966204044607,0.654296875,454078.0,0.654296875,801.63671875,1780511619.2966611,-0.01573503576219082,,0.10010238976350852,0.654296875,715.0537313432836,965.5084745762712,34.74629410600028,0.5893160700798035,85.234375,,66.26004975100022,4.8670369454027555e-06,-2.4748666286468506
