problem_idx,ground_truth,n_samples,n_correct,accuracy
268,1375,32,32,1.0
269,4,32,32,1.0
270,762,32,32,1.0
271,20,32,32,1.0
272,5,32,32,1.0
273,315,32,28,0.875
274,3200,32,31,0.96875
275,138,32,28,0.875
276,9,32,32,1.0
277,4,32,32,1.0
278,40,32,32,1.0
279,6,32,32,1.0
280,7,32,32,1.0
281,2450,32,26,0.8125
282,195,32,13,0.40625
283,68,32,31,0.96875
284,360,32,14,0.4375
285,21,32,32,1.0
286,90,32,32,1.0
287,8,32,31,0.96875
288,3,32,32,1.0
289,16,32,31,0.96875
290,390,32,32,1.0
291,2,32,31,0.96875
292,75,32,30,0.9375
293,83,32,30,0.9375
294,3,32,32,1.0
295,370,32,32,1.0
296,3,32,28,0.875
297,55,32,15,0.46875
298,500,32,0,0.0
299,31800,32,13,0.40625
300,78,32,32,1.0
301,8,32,0,0.0
302,15,32,31,0.96875
303,1300,32,0,0.0
304,3200,32,7,0.21875
305,4,32,32,1.0
306,10,32,13,0.40625
307,16,32,0,0.0
308,6,32,29,0.90625
309,8,32,32,1.0
310,2050,32,29,0.90625
311,91,32,31,0.96875
312,32,32,32,1.0
313,120000,32,18,0.5625
314,30,32,32,1.0
315,14,32,30,0.9375
316,156,32,32,1.0
317,12,32,32,1.0
318,123,32,31,0.96875
319,15,32,32,1.0
320,8,32,19,0.59375
321,1,32,32,1.0
322,9,32,19,0.59375
323,75,32,20,0.625
324,14,32,20,0.625
325,224000,32,28,0.875
326,14,32,29,0.90625
327,31,32,31,0.96875
328,2,32,27,0.84375
329,14,32,32,1.0
330,31,32,0,0.0
331,8400,32,30,0.9375
332,44,32,32,1.0
333,100,32,32,1.0
334,6,32,32,1.0
335,310,32,32,1.0
336,72,32,20,0.625
337,1,32,32,1.0
338,60,32,32,1.0
339,160,32,32,1.0
340,4,32,4,0.125
341,260,32,22,0.6875
342,87,32,17,0.53125
343,180000,32,29,0.90625
344,2,32,31,0.96875
345,310,32,32,1.0
346,9,32,30,0.9375
347,36,32,32,1.0
348,10,32,25,0.78125
349,2640,32,28,0.875
350,8,32,19,0.59375
351,10,32,31,0.96875
352,21,32,25,0.78125
353,20,32,17,0.53125
354,45,32,32,1.0
355,34,32,32,1.0
356,21,32,28,0.875
357,2,32,0,0.0
358,20,32,24,0.75
359,4,32,26,0.8125
360,25,32,32,1.0
361,20,32,11,0.34375
362,23,32,32,1.0
363,6,32,26,0.8125
364,49,32,30,0.9375
365,18,32,30,0.9375
366,9,32,32,1.0
367,19,32,23,0.71875
368,18,32,0,0.0
369,1198,32,27,0.84375
370,320,32,32,1.0
371,50,32,24,0.75
372,5,32,32,1.0
373,240000,32,30,0.9375
374,45,32,30,0.9375
375,48,32,32,1.0
376,15,32,32,1.0
377,50,32,32,1.0
378,15,32,32,1.0
379,21,32,32,1.0
380,803,32,0,0.0
381,67,32,22,0.6875
382,350,32,29,0.90625
383,2,32,23,0.71875
384,32,32,32,1.0
385,16,32,26,0.8125
386,80,32,32,1.0
387,36,32,32,1.0
388,88,32,32,1.0
389,6,32,16,0.5
390,12,32,32,1.0
391,15,32,32,1.0
392,34,32,3,0.09375
393,20,32,31,0.96875
394,92,32,18,0.5625
395,38,32,2,0.0625
396,3,32,32,1.0
397,25,32,31,0.96875
398,168,32,32,1.0
399,12,32,32,1.0
400,48,32,32,1.0
401,14400,32,31,0.96875
402,4,32,27,0.84375
403,81,32,0,0.0
404,22,32,1,0.03125
405,50,32,27,0.84375
406,200,32,0,0.0
407,2000,32,31,0.96875
408,20,32,11,0.34375
409,168000,32,1,0.03125
410,3,32,6,0.1875
411,1110,32,29,0.90625
412,5,32,29,0.90625
413,25,32,5,0.15625
414,56,32,32,1.0
415,350,32,27,0.84375
416,56,32,32,1.0
417,3140,32,2,0.0625
418,40,32,31,0.96875
419,3000,32,32,1.0
420,17000,32,30,0.9375
421,12,32,32,1.0
422,284,32,18,0.5625
423,8,32,2,0.0625
424,570,32,32,1.0
425,150,32,18,0.5625
426,11,32,31,0.96875
427,150,32,7,0.21875
428,26,32,0,0.0
429,13,32,32,1.0
430,132,32,31,0.96875
431,1,32,32,1.0
432,30,32,32,1.0
433,6,32,31,0.96875
434,5,32,22,0.6875
435,5,32,32,1.0
436,15,32,21,0.65625
437,7,32,31,0.96875
438,2,32,31,0.96875
439,17,32,2,0.0625
440,98,32,32,1.0
441,80,32,31,0.96875
442,49,32,31,0.96875
443,59,32,0,0.0
444,20,32,32,1.0
445,6,32,32,1.0
446,2,32,32,1.0
447,5,32,32,1.0
448,539,32,32,1.0
449,112,32,32,1.0
450,4,32,7,0.21875
451,11050,32,32,1.0
452,50,32,32,1.0
453,6400,32,20,0.625
454,150,32,0,0.0
455,1920,32,32,1.0
456,78,32,32,1.0
457,45,32,32,1.0
458,35,32,30,0.9375
459,2,32,28,0.875
460,84,32,32,1.0
461,9,32,32,1.0
462,71,32,32,1.0
463,18,32,25,0.78125
464,6,32,18,0.5625
465,30,32,31,0.96875
466,1,32,26,0.8125
467,1200,32,30,0.9375
468,120,32,29,0.90625
469,4,32,32,1.0
470,3,32,32,1.0
471,80,32,25,0.78125
472,6,32,30,0.9375
473,10,32,32,1.0
474,80,32,32,1.0
475,20,32,25,0.78125
476,5,32,32,1.0
477,20,32,32,1.0
478,621,32,14,0.4375
479,15400,32,0,0.0
480,11,32,32,1.0
481,84,32,32,1.0
482,26,32,32,1.0
483,40,32,31,0.96875
484,240,32,32,1.0
485,220,32,32,1.0
486,6,32,32,1.0
487,4,32,32,1.0
488,6,32,32,1.0
489,-10,32,31,0.96875
490,4,32,32,1.0
491,16,32,32,1.0
492,32,32,32,1.0
493,25,32,2,0.0625
494,21,32,0,0.0
495,200,32,32,1.0
496,38,32,32,1.0
497,112,32,15,0.46875
498,40,32,32,1.0
499,10,32,30,0.9375
500,16,32,31,0.96875
501,273,32,32,1.0
502,26,32,32,1.0
503,18,32,32,1.0
504,2,32,31,0.96875
505,1600,32,3,0.09375
506,144,32,21,0.65625
507,2,32,17,0.53125
508,120,32,28,0.875
509,4,32,29,0.90625
510,525,32,3,0.09375
511,110,32,32,1.0
512,120,32,32,1.0
513,300,32,32,1.0
514,90000,32,3,0.09375
515,160,32,29,0.90625
516,375,32,32,1.0
517,18,32,32,1.0
518,32,32,32,1.0
519,280,32,32,1.0
520,63,32,29,0.90625
521,39,32,31,0.96875
522,29,32,32,1.0
523,74,32,1,0.03125
524,9,32,27,0.84375
525,12,32,18,0.5625
526,21,32,4,0.125
527,48,32,24,0.75
528,172,32,29,0.90625
529,11,32,12,0.375
530,36,32,1,0.03125
531,66,32,30,0.9375
532,25,32,24,0.75
533,300,32,32,1.0
534,300,32,17,0.53125
535,16,32,31,0.96875
536,8,32,32,1.0
537,188,32,32,1.0
538,18,32,32,1.0
539,35,32,8,0.25
540,39,32,30,0.9375
541,50,32,18,0.5625
542,7,32,32,1.0
543,6,32,32,1.0
544,80,32,32,1.0
545,30,32,32,1.0
546,130,32,16,0.5
547,81,32,30,0.9375
548,100,32,23,0.71875
549,398,32,32,1.0
550,27,32,32,1.0
551,17,32,32,1.0
552,450,32,13,0.40625
553,92,32,31,0.96875
554,54,32,31,0.96875
555,2,32,32,1.0
556,160,32,32,1.0
557,70,32,31,0.96875
558,3,32,31,0.96875
559,16,32,3,0.09375
560,45,32,32,1.0
561,180,32,32,1.0
562,82,32,32,1.0
563,12,32,20,0.625
564,240,32,26,0.8125
565,5,32,32,1.0
566,10,32,25,0.78125
567,9,32,22,0.6875
568,175,32,32,1.0
569,21,32,32,1.0
570,23,32,16,0.5
571,308,32,29,0.90625
572,100,32,31,0.96875
573,600,32,32,1.0
574,37,32,26,0.8125
575,36,32,17,0.53125
576,11232,32,19,0.59375
577,40,32,1,0.03125
578,48,32,32,1.0
579,7,32,32,1.0
580,500,32,2,0.0625
581,215,32,32,1.0
582,129200,32,29,0.90625
583,120,32,27,0.84375
584,2,32,18,0.5625
585,40,32,27,0.84375
586,800,32,31,0.96875
587,30,32,26,0.8125
588,52,32,30,0.9375
589,15,32,2,0.0625
590,319,32,0,0.0
591,220,32,32,1.0
592,1,32,32,1.0
593,3,32,30,0.9375
594,42,32,32,1.0
595,13,32,31,0.96875
596,260,32,28,0.875
597,90,32,23,0.71875
598,69,32,30,0.9375
599,48,32,30,0.9375
600,10,32,32,1.0
601,104,32,16,0.5
602,5,32,27,0.84375
603,1800,32,1,0.03125
604,12,32,32,1.0
605,42,32,32,1.0
606,6,32,15,0.46875
607,10,32,1,0.03125
608,8,32,7,0.21875
609,7,32,29,0.90625
610,65960,32,29,0.90625
611,1450000,32,0,0.0
612,30,32,32,1.0
613,93000,32,32,1.0
614,312,32,31,0.96875
615,33,32,32,1.0
616,10,32,29,0.90625
617,5,32,32,1.0
618,36,32,32,1.0
619,76,32,32,1.0
620,1509,32,25,0.78125
621,3000,32,32,1.0
622,7,32,29,0.90625
623,8,32,31,0.96875
624,85,32,32,1.0
625,160,32,32,1.0
626,72,32,32,1.0
627,54,32,31,0.96875
628,4,32,32,1.0
629,17500,32,1,0.03125
630,10,32,32,1.0
631,4800,32,31,0.96875
632,45,32,32,1.0
633,5,32,28,0.875
634,14,32,32,1.0
635,4,32,1,0.03125
636,1050,32,26,0.8125
637,17,32,23,0.71875
638,12,32,32,1.0
639,216,32,32,1.0
640,43500,32,29,0.90625
641,262500,32,0,0.0
642,10800,32,29,0.90625
643,840,32,30,0.9375
644,29,32,0,0.0
645,48,32,28,0.875
646,79,32,32,1.0
647,10,32,31,0.96875
648,54,32,24,0.75
649,162000,32,18,0.5625
650,142,32,30,0.9375
651,2100,32,15,0.46875
652,75,32,14,0.4375
653,80,32,20,0.625
654,2,32,32,1.0
655,10,32,32,1.0
656,10,32,30,0.9375
657,330000,32,15,0.46875
658,120,32,32,1.0
659,3,32,32,1.0
660,15,32,29,0.90625
661,44,32,31,0.96875
662,7,32,31,0.96875
663,193,32,31,0.96875
664,32,32,32,1.0
665,360,32,32,1.0
666,120,32,10,0.3125
667,53,32,25,0.78125
668,3,32,32,1.0
669,132,32,31,0.96875
670,4,32,32,1.0
671,4,32,32,1.0
672,2,32,7,0.21875
673,9,32,32,1.0
674,12,32,32,1.0
675,33,32,5,0.15625
676,240,32,32,1.0
677,36,32,30,0.9375
678,120,32,32,1.0
679,576,32,30,0.9375
680,20,32,29,0.90625
681,298,32,8,0.25
682,80,32,31,0.96875
683,50,32,31,0.96875
684,11,32,32,1.0
685,14,32,32,1.0
686,80,32,32,1.0
687,13,32,27,0.84375
688,100,32,26,0.8125
689,7,32,0,0.0
690,5760,32,25,0.78125
691,25,32,31,0.96875
692,32,32,32,1.0
693,68,32,32,1.0
694,9,32,31,0.96875
695,5,32,32,1.0
696,145,32,28,0.875
697,27,32,31,0.96875
698,720,32,32,1.0
699,8,32,32,1.0
700,135,32,31,0.96875
701,200,32,29,0.90625
702,2800,32,32,1.0
703,50,32,16,0.5
704,50,32,32,1.0
705,120,32,32,1.0
706,9,32,21,0.65625
707,8,32,17,0.53125
708,168,32,32,1.0
709,3000,32,31,0.96875
710,45,32,31,0.96875
711,6,32,8,0.25
712,14,32,32,1.0
713,576,32,32,1.0
714,10,32,32,1.0
715,385000,32,25,0.78125
716,770,32,32,1.0
717,5,32,32,1.0
718,2,32,31,0.96875
719,175,32,32,1.0
720,4,32,28,0.875
721,2450,32,16,0.5
722,255,32,24,0.75
723,160,32,31,0.96875
724,18,32,11,0.34375
725,25,32,30,0.9375
726,10,32,32,1.0
727,112,32,25,0.78125
728,40,32,32,1.0
729,1000,32,31,0.96875
730,8,32,32,1.0
731,1,32,32,1.0
732,87,32,32,1.0
733,5,32,32,1.0
734,17,32,32,1.0
735,50,32,32,1.0
736,3,32,31,0.96875
737,2,32,32,1.0
738,4,32,32,1.0
739,98,32,30,0.9375
740,25,32,32,1.0
741,28,32,32,1.0
742,24,32,32,1.0
743,8,32,32,1.0
744,4,32,32,1.0
745,1100,32,23,0.71875
746,28,32,32,1.0
747,350,32,32,1.0
748,336,32,32,1.0
749,3,32,0,0.0
750,4000,32,26,0.8125
751,43,32,31,0.96875
752,240,32,0,0.0
753,128,32,32,1.0
754,89,32,0,0.0
755,7,32,32,1.0
756,22,32,32,1.0
757,75,32,32,1.0
758,133,32,32,1.0
759,60000,32,30,0.9375
760,16,32,32,1.0
761,27,32,32,1.0
762,85,32,32,1.0
763,100,32,28,0.875
764,14,32,32,1.0
765,490,32,32,1.0
766,12,32,32,1.0
767,60,32,32,1.0
768,675,32,3,0.09375
769,110,32,29,0.90625
770,4,32,0,0.0
771,3,32,31,0.96875
772,50,32,30,0.9375
773,10,32,32,1.0
774,10,32,27,0.84375
775,276,32,32,1.0
776,800,32,32,1.0
777,4400,32,4,0.125
778,38,32,32,1.0
779,255,32,1,0.03125
780,25,32,2,0.0625
781,17,32,0,0.0
782,54,32,0,0.0
783,4,32,7,0.21875
784,15,32,0,0.0
785,155,32,12,0.375
786,142,32,32,1.0
787,25,32,32,1.0
788,100,32,27,0.84375
789,4,32,29,0.90625
790,108,32,13,0.40625
791,100,32,32,1.0
792,75,32,32,1.0
793,250,32,32,1.0
794,32,32,32,1.0
795,20,32,31,0.96875
796,2880000,32,0,0.0
797,540,32,32,1.0
798,20,32,20,0.625
799,4,32,32,1.0
800,428,32,32,1.0
801,1240,32,32,1.0
802,6,32,20,0.625
803,9,32,32,1.0
804,20,32,32,1.0
805,1170,32,30,0.9375
806,70,32,27,0.84375
807,4,32,24,0.75
808,12,32,21,0.65625
809,50,32,32,1.0
810,310,32,27,0.84375
811,60,32,31,0.96875
812,79,32,9,0.28125
813,7,32,16,0.5
814,11,32,0,0.0
815,4,32,14,0.4375
816,4500,32,32,1.0
817,15,32,32,1.0
818,16,32,32,1.0
819,6250,32,32,1.0
820,720,32,32,1.0
821,35,32,25,0.78125
822,1260,32,32,1.0
823,14,32,0,0.0
824,52,32,32,1.0
825,153,32,31,0.96875
826,27,32,32,1.0
827,11,32,7,0.21875
828,60,32,31,0.96875
829,14000,32,12,0.375
830,1128,32,23,0.71875
831,324,32,15,0.46875
832,42,32,32,1.0
833,40,32,31,0.96875
834,80,32,32,1.0
835,48,32,0,0.0
836,140,32,32,1.0
837,120,32,0,0.0
838,15,32,32,1.0
839,2,32,28,0.875
840,16,32,7,0.21875
841,5600,32,32,1.0
842,10,32,32,1.0
843,19,32,32,1.0
844,180,32,26,0.8125
845,12,32,30,0.9375
846,11,32,30,0.9375
847,975,32,23,0.71875
848,10,32,32,1.0
849,75,32,32,1.0
850,70,32,32,1.0
851,110,32,32,1.0
852,123,32,27,0.84375
853,15,32,32,1.0
854,144,32,12,0.375
855,13,32,12,0.375
856,7,32,28,0.875
857,14000,32,32,1.0
858,3430,32,11,0.34375
859,1520,32,25,0.78125
860,3,32,32,1.0
861,30,32,24,0.75
862,40,32,32,1.0
863,110,32,27,0.84375
864,80,32,26,0.8125
865,23,32,32,1.0
866,28,32,31,0.96875
867,7,32,32,1.0
868,15,32,25,0.78125
869,500,32,32,1.0
870,40,32,26,0.8125
871,48,32,32,1.0
872,13,32,32,1.0
873,12,32,30,0.9375
874,132,32,32,1.0
875,60,32,32,1.0
876,41,32,24,0.75
877,7000,32,22,0.6875
878,5,32,22,0.6875
879,575,32,31,0.96875
880,10,32,27,0.84375
881,16,32,32,1.0
882,5,32,32,1.0
883,25,32,22,0.6875
884,50,32,32,1.0
885,500,32,29,0.90625
886,20,32,31,0.96875
887,34,32,32,1.0
888,10,32,0,0.0
889,15,32,32,1.0
890,25,32,31,0.96875
891,55,32,32,1.0
892,1,32,32,1.0
893,480,32,32,1.0
894,26,32,2,0.0625
895,74,32,32,1.0
896,250,32,32,1.0
897,1,32,31,0.96875
898,110,32,32,1.0
899,16,32,29,0.90625
900,15,32,26,0.8125
901,1,32,0,0.0
902,8,32,32,1.0
903,16,32,32,1.0
904,8,32,32,1.0
905,5,32,32,1.0
906,10,32,29,0.90625
907,16,32,32,1.0
908,14,32,32,1.0
909,38,32,32,1.0
910,700,32,32,1.0
911,64,32,32,1.0
912,6,32,30,0.9375
913,6,32,31,0.96875
914,3,32,32,1.0
915,23,32,32,1.0
916,14,32,17,0.53125
917,12,32,32,1.0
918,56,32,31,0.96875
919,90,32,29,0.90625
920,47,32,32,1.0
921,4,32,32,1.0
922,60,32,18,0.5625
923,2,32,4,0.125
924,12,32,19,0.59375
925,2000,32,28,0.875
926,1,32,0,0.0
927,85000,32,31,0.96875
928,60,32,30,0.9375
929,60,32,32,1.0
930,14,32,32,1.0
931,50,32,5,0.15625
932,24,32,14,0.4375
933,15,32,27,0.84375
934,410,32,32,1.0
935,64800,32,31,0.96875
936,250,32,0,0.0
937,159,32,32,1.0
938,4,32,30,0.9375
939,650,32,32,1.0
940,280,32,31,0.96875
941,842,32,32,1.0
942,205,32,2,0.0625
943,50,32,1,0.03125
944,34,32,32,1.0
945,17,32,30,0.9375
946,450,32,32,1.0
947,13,32,32,1.0
948,15,32,29,0.90625
949,42,32,32,1.0
950,5,32,21,0.65625
951,300,32,4,0.125
952,360,32,8,0.25
953,452,32,0,0.0
954,34,32,28,0.875
955,100,32,24,0.75
956,1,32,27,0.84375
957,45,32,32,1.0
958,40,32,29,0.90625
959,7,32,31,0.96875
960,11,32,5,0.15625
961,225,32,20,0.625
962,1000,32,27,0.84375
963,147,32,25,0.78125
964,200,32,32,1.0
965,374,32,3,0.09375
966,48,32,17,0.53125
967,30,32,32,1.0
968,227,32,30,0.9375
969,1800,32,23,0.71875
970,33,32,32,1.0
971,100,32,32,1.0
972,120,32,1,0.03125
973,79,32,3,0.09375
974,5,32,31,0.96875
975,20,32,32,1.0
976,540,32,25,0.78125
977,4,32,32,1.0
978,160,32,31,0.96875
979,50,32,10,0.3125
980,90,32,32,1.0
981,7,32,32,1.0
982,12,32,7,0.21875
983,15,32,32,1.0
984,342,32,0,0.0
985,63,32,32,1.0
986,70,32,32,1.0
987,3,32,30,0.9375
988,6,32,31,0.96875
989,45,32,18,0.5625
990,14,32,22,0.6875
991,15,32,2,0.0625
992,52,32,18,0.5625
993,11,32,25,0.78125
994,2,32,32,1.0
995,12,32,4,0.125
996,3,32,32,1.0
997,6600,32,9,0.28125
998,50,32,32,1.0
999,25,32,13,0.40625
1000,1,32,21,0.65625
1001,2,32,17,0.53125
1002,8,32,32,1.0
1003,480,32,0,0.0
1004,8,32,32,1.0
1005,1490,32,24,0.75
1006,826,32,30,0.9375
1007,34,32,32,1.0
1008,230,32,32,1.0
1009,1875,32,9,0.28125
1010,5,32,32,1.0
1011,6000,32,24,0.75
1012,94,32,0,0.0
1013,2,32,32,1.0
1014,3,32,7,0.21875
1015,78,32,30,0.9375
1016,138,32,0,0.0
1017,45,32,23,0.71875
1018,60,32,15,0.46875
1019,98,32,24,0.75
1020,22,32,32,1.0
1021,36,32,13,0.40625
1022,12,32,30,0.9375
1023,77,32,32,1.0
1024,300,32,32,1.0
1025,30,32,28,0.875
1026,43200,32,28,0.875
1027,12,32,32,1.0
1028,200,32,31,0.96875
1029,34,32,9,0.28125
1030,24,32,0,0.0
1031,5,32,17,0.53125
1032,450,32,18,0.5625
1033,2,32,25,0.78125
1034,66,32,25,0.78125
1035,35,32,14,0.4375
1036,10,32,32,1.0
1037,10,32,32,1.0
1038,4,32,3,0.09375
1039,160,32,32,1.0
1040,736,32,30,0.9375
1041,101,32,32,1.0
1042,3,32,0,0.0
1043,130000,32,32,1.0
1044,1,32,32,1.0
1045,420,32,32,1.0
1046,189,32,5,0.15625
1047,10,32,31,0.96875
1048,7400,32,0,0.0
1049,20,32,30,0.9375
1050,655,32,10,0.3125
1051,15,32,31,0.96875
1052,110,32,27,0.84375
1053,55,32,29,0.90625
1054,2400,32,32,1.0
1055,2304,32,31,0.96875
1056,156,32,5,0.15625
1057,24,32,28,0.875
1058,250,32,32,1.0
1059,2,32,30,0.9375
1060,31,32,31,0.96875
1061,58,32,32,1.0
1062,482,32,32,1.0
1063,320,32,32,1.0
1064,247,32,32,1.0
1065,95,32,32,1.0
1066,14,32,31,0.96875
1067,245,32,23,0.71875
1068,24,32,5,0.15625
1069,300,32,30,0.9375
1070,18,32,0,0.0
1071,251,32,23,0.71875
1072,85,32,31,0.96875
1073,21,32,27,0.84375
1074,750,32,23,0.71875
1075,16,32,0,0.0
1076,162,32,32,1.0
1077,145,32,2,0.0625
1078,8,32,25,0.78125
1079,10,32,31,0.96875
1080,72000,32,32,1.0
1081,195,32,24,0.75
1082,2,32,1,0.03125
1083,2,32,30,0.9375
1084,20,32,5,0.15625
1085,26,32,32,1.0
1086,131250,32,32,1.0
1087,12,32,16,0.5
1088,30,32,0,0.0
1089,32,32,11,0.34375
1090,72,32,32,1.0
1091,1000,32,32,1.0
1092,1080,32,28,0.875
1093,144,32,32,1.0
1094,25,32,1,0.03125
1095,270,32,32,1.0
1096,240,32,29,0.90625
1097,480,32,27,0.84375
1098,30,32,32,1.0
1099,2,32,32,1.0
1100,5,32,32,1.0
1101,16,32,32,1.0
1102,113,32,31,0.96875
