problem_idx,ground_truth,n_samples,n_correct,accuracy
103,140,32,32,1.0
104,500,32,32,1.0
105,20,32,32,1.0
106,72,32,31,0.96875
107,3,32,24,0.75
108,50,32,31,0.96875
109,28,32,32,1.0
110,45,32,32,1.0
111,16,32,0,0.0
112,24,32,31,0.96875
113,25,32,32,1.0
114,6,32,30,0.9375
115,90,32,1,0.03125
116,42,32,31,0.96875
117,360,32,30,0.9375
118,4,32,32,1.0
119,95200,32,0,0.0
120,240,32,32,1.0
121,27,32,32,1.0
122,48,32,1,0.03125
123,50,32,32,1.0
124,10,32,22,0.6875
125,10,32,32,1.0
126,82,32,32,1.0
127,120,32,31,0.96875
128,880,32,32,1.0
129,10000,32,12,0.375
130,30,32,32,1.0
131,940,32,32,1.0
132,60,32,32,1.0
133,13,32,19,0.59375
134,720,32,32,1.0
135,40,32,2,0.0625
136,6,32,32,1.0
137,29,32,27,0.84375
138,105,32,17,0.53125
139,70,32,17,0.53125
140,20,32,31,0.96875
141,400,32,32,1.0
142,140,32,32,1.0
143,16,32,3,0.09375
144,20,32,32,1.0
145,4000,32,20,0.625
146,2125,32,22,0.6875
147,75,32,9,0.28125
148,30,32,32,1.0
149,16,32,32,1.0
150,4,32,13,0.40625
151,5,32,13,0.40625
152,4,32,32,1.0
153,48,32,2,0.0625
154,272,32,11,0.34375
155,280,32,31,0.96875
156,1400,32,30,0.9375
157,80,32,4,0.125
158,34,32,32,1.0
159,15,32,5,0.15625
160,16,32,32,1.0
161,32,32,28,0.875
162,92,32,0,0.0
163,50,32,3,0.09375
164,15,32,20,0.625
165,77,32,32,1.0
166,5,32,32,1.0
167,16,32,32,1.0
168,18,32,32,1.0
169,120,32,32,1.0
170,150,32,32,1.0
171,1210,32,31,0.96875
172,51,32,25,0.78125
173,18000,32,29,0.90625
174,95,32,30,0.9375
175,15,32,16,0.5
176,100,32,1,0.03125
177,350,32,15,0.46875
178,122,32,32,1.0
179,130,32,32,1.0
180,20,32,32,1.0
181,160,32,32,1.0
182,23,32,30,0.9375
183,2,32,22,0.6875
184,25,32,23,0.71875
185,30,32,32,1.0
186,5,32,8,0.25
187,106,32,24,0.75
188,50,32,32,1.0
189,34,32,29,0.90625
190,360,32,32,1.0
191,5,32,30,0.9375
192,91,32,29,0.90625
193,24,32,19,0.59375
194,10,32,32,1.0
195,12,32,31,0.96875
196,120,32,32,1.0
197,6277,32,26,0.8125
198,320,32,29,0.90625
199,7500,32,20,0.625
200,55,32,32,1.0
201,114200,32,18,0.5625
202,100,32,32,1.0
203,31,32,30,0.9375
204,98,32,31,0.96875
205,98,32,0,0.0
206,860,32,32,1.0
207,2600,32,32,1.0
208,76,32,32,1.0
209,145,32,24,0.75
210,10,32,5,0.15625
211,4,32,32,1.0
212,5,32,32,1.0
213,250,32,32,1.0
214,8,32,4,0.125
215,44,32,32,1.0
216,220,32,31,0.96875
217,15,32,31,0.96875
218,45,32,32,1.0
219,54,32,31,0.96875
220,70,32,32,1.0
221,90,32,32,1.0
222,140,32,32,1.0
223,20000,32,32,1.0
224,180,32,32,1.0
225,9,32,31,0.96875
226,33,32,30,0.9375
227,9,32,29,0.90625
228,1,32,31,0.96875
229,21,32,32,1.0
230,276000,32,10,0.3125
231,50,32,32,1.0
232,75,32,32,1.0
233,12,32,24,0.75
234,21,32,4,0.125
235,10,32,26,0.8125
236,31,32,0,0.0
237,90,32,32,1.0
238,68,32,32,1.0
239,280,32,32,1.0
240,21,32,32,1.0
241,6,32,21,0.65625
242,3,32,32,1.0
243,250,32,27,0.84375
244,20,32,21,0.65625
245,7,32,1,0.03125
246,27000,32,22,0.6875
247,32,32,20,0.625
248,300,32,32,1.0
249,5600,32,26,0.8125
250,17,32,25,0.78125
251,70,32,32,1.0
252,73,32,21,0.65625
253,18,32,30,0.9375
254,84,32,32,1.0
255,192,32,0,0.0
256,45,32,28,0.875
257,5600,32,31,0.96875
258,6,32,13,0.40625
259,168,32,20,0.625
260,11,32,30,0.9375
261,62,32,23,0.71875
262,270,32,32,1.0
263,8,32,32,1.0
264,400,32,32,1.0
265,9500,32,28,0.875
266,118000,32,32,1.0
267,91,32,0,0.0
268,1375,32,31,0.96875
269,4,32,32,1.0
270,762,32,32,1.0
271,20,32,32,1.0
272,5,32,31,0.96875
273,315,32,28,0.875
274,3200,32,32,1.0
275,138,32,29,0.90625
276,9,32,27,0.84375
277,4,32,32,1.0
278,40,32,32,1.0
279,6,32,32,1.0
280,7,32,32,1.0
281,2450,32,19,0.59375
282,195,32,24,0.75
283,68,32,32,1.0
284,360,32,8,0.25
285,21,32,32,1.0
286,90,32,32,1.0
287,8,32,30,0.9375
288,3,32,31,0.96875
289,16,32,31,0.96875
290,390,32,32,1.0
291,2,32,32,1.0
292,75,32,29,0.90625
293,83,32,29,0.90625
294,3,32,29,0.90625
295,370,32,30,0.9375
296,3,32,32,1.0
297,55,32,17,0.53125
298,500,32,0,0.0
299,31800,32,7,0.21875
300,78,32,32,1.0
301,8,32,0,0.0
302,15,32,32,1.0
303,1300,32,0,0.0
304,3200,32,5,0.15625
305,4,32,32,1.0
306,10,32,19,0.59375
307,16,32,0,0.0
308,6,32,26,0.8125
309,8,32,32,1.0
310,2050,32,19,0.59375
311,91,32,32,1.0
312,32,32,32,1.0
313,120000,32,12,0.375
314,30,32,32,1.0
315,14,32,30,0.9375
316,156,32,31,0.96875
317,12,32,32,1.0
318,123,32,29,0.90625
319,15,32,32,1.0
320,8,32,14,0.4375
321,1,32,32,1.0
322,9,32,15,0.46875
323,75,32,18,0.5625
324,14,32,27,0.84375
325,224000,32,32,1.0
326,14,32,31,0.96875
327,31,32,31,0.96875
328,2,32,28,0.875
329,14,32,32,1.0
330,31,32,4,0.125
331,8400,32,23,0.71875
332,44,32,31,0.96875
333,100,32,30,0.9375
334,6,32,32,1.0
335,310,32,32,1.0
336,72,32,25,0.78125
337,1,32,32,1.0
338,60,32,32,1.0
339,160,32,30,0.9375
340,4,32,18,0.5625
341,260,32,24,0.75
342,87,32,26,0.8125
343,180000,32,31,0.96875
344,2,32,32,1.0
345,310,32,32,1.0
346,9,32,29,0.90625
347,36,32,32,1.0
348,10,32,28,0.875
349,2640,32,30,0.9375
350,8,32,20,0.625
351,10,32,32,1.0
352,21,32,27,0.84375
353,20,32,19,0.59375
354,45,32,26,0.8125
355,34,32,32,1.0
356,21,32,32,1.0
357,2,32,0,0.0
358,20,32,27,0.84375
359,4,32,21,0.65625
360,25,32,32,1.0
361,20,32,7,0.21875
362,23,32,31,0.96875
363,6,32,19,0.59375
364,49,32,30,0.9375
365,18,32,32,1.0
366,9,32,32,1.0
367,19,32,11,0.34375
368,18,32,0,0.0
369,1198,32,28,0.875
370,320,32,32,1.0
371,50,32,27,0.84375
372,5,32,32,1.0
373,240000,32,32,1.0
374,45,32,31,0.96875
375,48,32,32,1.0
376,15,32,32,1.0
377,50,32,30,0.9375
378,15,32,32,1.0
379,21,32,32,1.0
380,803,32,1,0.03125
381,67,32,23,0.71875
382,350,32,32,1.0
383,2,32,16,0.5
384,32,32,32,1.0
385,16,32,15,0.46875
386,80,32,32,1.0
387,36,32,32,1.0
388,88,32,32,1.0
389,6,32,13,0.40625
390,12,32,32,1.0
391,15,32,32,1.0
392,34,32,0,0.0
393,20,32,32,1.0
394,92,32,20,0.625
395,38,32,3,0.09375
396,3,32,32,1.0
397,25,32,31,0.96875
398,168,32,31,0.96875
399,12,32,32,1.0
400,48,32,32,1.0
401,14400,32,24,0.75
402,4,32,23,0.71875
403,81,32,0,0.0
404,22,32,4,0.125
405,50,32,32,1.0
406,200,32,0,0.0
407,2000,32,25,0.78125
408,20,32,13,0.40625
409,168000,32,0,0.0
410,3,32,15,0.46875
411,1110,32,25,0.78125
412,5,32,29,0.90625
413,25,32,3,0.09375
414,56,32,32,1.0
415,350,32,27,0.84375
416,56,32,32,1.0
417,3140,32,3,0.09375
418,40,32,32,1.0
419,3000,32,32,1.0
420,17000,32,31,0.96875
421,12,32,32,1.0
422,284,32,12,0.375
423,8,32,0,0.0
424,570,32,32,1.0
425,150,32,11,0.34375
426,11,32,32,1.0
427,150,32,5,0.15625
428,26,32,0,0.0
429,13,32,32,1.0
430,132,32,31,0.96875
431,1,32,30,0.9375
432,30,32,27,0.84375
433,6,32,29,0.90625
434,5,32,18,0.5625
435,5,32,32,1.0
436,15,32,30,0.9375
437,7,32,31,0.96875
438,2,32,31,0.96875
439,17,32,2,0.0625
440,98,32,32,1.0
441,80,32,32,1.0
442,49,32,31,0.96875
443,59,32,0,0.0
444,20,32,32,1.0
445,6,32,31,0.96875
446,2,32,32,1.0
447,5,32,32,1.0
448,539,32,31,0.96875
449,112,32,32,1.0
450,4,32,13,0.40625
451,11050,32,32,1.0
452,50,32,32,1.0
453,6400,32,26,0.8125
454,150,32,0,0.0
455,1920,32,31,0.96875
456,78,32,31,0.96875
457,45,32,32,1.0
458,35,32,32,1.0
459,2,32,29,0.90625
460,84,32,32,1.0
461,9,32,32,1.0
462,71,32,32,1.0
463,18,32,25,0.78125
464,6,32,14,0.4375
465,30,32,32,1.0
466,1,32,30,0.9375
467,1200,32,32,1.0
468,120,32,24,0.75
469,4,32,32,1.0
470,3,32,32,1.0
471,80,32,28,0.875
472,6,32,31,0.96875
473,10,32,32,1.0
474,80,32,32,1.0
475,20,32,30,0.9375
476,5,32,32,1.0
477,20,32,31,0.96875
478,621,32,24,0.75
479,15400,32,0,0.0
480,11,32,29,0.90625
481,84,32,32,1.0
482,26,32,32,1.0
483,40,32,30,0.9375
484,240,32,32,1.0
485,220,32,32,1.0
486,6,32,32,1.0
487,4,32,32,1.0
488,6,32,32,1.0
489,-10,32,31,0.96875
490,4,32,32,1.0
491,16,32,29,0.90625
492,32,32,30,0.9375
493,25,32,4,0.125
494,21,32,0,0.0
495,200,32,32,1.0
496,38,32,32,1.0
497,112,32,12,0.375
498,40,32,31,0.96875
499,10,32,29,0.90625
500,16,32,30,0.9375
501,273,32,32,1.0
502,26,32,32,1.0
503,18,32,28,0.875
504,2,32,26,0.8125
505,1600,32,3,0.09375
506,144,32,21,0.65625
507,2,32,13,0.40625
508,120,32,25,0.78125
509,4,32,32,1.0
510,525,32,3,0.09375
511,110,32,31,0.96875
512,120,32,32,1.0
513,300,32,32,1.0
514,90000,32,28,0.875
515,160,32,26,0.8125
516,375,32,32,1.0
517,18,32,28,0.875
518,32,32,30,0.9375
519,280,32,32,1.0
520,63,32,24,0.75
521,39,32,29,0.90625
522,29,32,31,0.96875
523,74,32,1,0.03125
524,9,32,21,0.65625
525,12,32,4,0.125
526,21,32,1,0.03125
527,48,32,24,0.75
528,172,32,27,0.84375
529,11,32,8,0.25
530,36,32,3,0.09375
531,66,32,19,0.59375
532,25,32,24,0.75
533,300,32,32,1.0
534,300,32,16,0.5
535,16,32,31,0.96875
536,8,32,32,1.0
537,188,32,31,0.96875
538,18,32,32,1.0
539,35,32,5,0.15625
540,39,32,28,0.875
541,50,32,16,0.5
542,7,32,32,1.0
543,6,32,32,1.0
544,80,32,32,1.0
545,30,32,31,0.96875
546,130,32,5,0.15625
547,81,32,30,0.9375
548,100,32,22,0.6875
549,398,32,32,1.0
550,27,32,30,0.9375
551,17,32,28,0.875
552,450,32,18,0.5625
553,92,32,32,1.0
554,54,32,32,1.0
555,2,32,32,1.0
556,160,32,30,0.9375
557,70,32,30,0.9375
558,3,32,32,1.0
559,16,32,6,0.1875
560,45,32,32,1.0
561,180,32,30,0.9375
562,82,32,31,0.96875
563,12,32,18,0.5625
564,240,32,25,0.78125
565,5,32,32,1.0
566,10,32,32,1.0
567,9,32,16,0.5
568,175,32,32,1.0
569,21,32,31,0.96875
570,23,32,6,0.1875
571,308,32,32,1.0
572,100,32,30,0.9375
573,600,32,31,0.96875
574,37,32,32,1.0
575,36,32,18,0.5625
576,11232,32,16,0.5
577,40,32,5,0.15625
578,48,32,32,1.0
579,7,32,31,0.96875
580,500,32,2,0.0625
581,215,32,32,1.0
582,129200,32,30,0.9375
583,120,32,23,0.71875
584,2,32,16,0.5
585,40,32,32,1.0
586,800,32,32,1.0
587,30,32,24,0.75
588,52,32,30,0.9375
589,15,32,0,0.0
590,319,32,0,0.0
591,220,32,31,0.96875
592,1,32,31,0.96875
593,3,32,26,0.8125
594,42,32,32,1.0
595,13,32,31,0.96875
596,260,32,31,0.96875
597,90,32,27,0.84375
598,69,32,32,1.0
599,48,32,31,0.96875
600,10,32,31,0.96875
601,104,32,19,0.59375
602,5,32,28,0.875
603,1800,32,1,0.03125
604,12,32,31,0.96875
605,42,32,31,0.96875
606,6,32,3,0.09375
607,10,32,5,0.15625
608,8,32,5,0.15625
609,7,32,20,0.625
610,65960,32,30,0.9375
611,1450000,32,0,0.0
612,30,32,29,0.90625
613,93000,32,32,1.0
614,312,32,31,0.96875
615,33,32,32,1.0
616,10,32,30,0.9375
617,5,32,32,1.0
618,36,32,30,0.9375
619,76,32,32,1.0
620,1509,32,29,0.90625
621,3000,32,32,1.0
622,7,32,21,0.65625
623,8,32,32,1.0
624,85,32,31,0.96875
625,160,32,32,1.0
626,72,32,31,0.96875
627,54,32,32,1.0
628,4,32,32,1.0
629,17500,32,0,0.0
630,10,32,32,1.0
631,4800,32,32,1.0
632,45,32,32,1.0
633,5,32,23,0.71875
634,14,32,32,1.0
635,4,32,7,0.21875
636,1050,32,24,0.75
637,17,32,13,0.40625
638,12,32,29,0.90625
639,216,32,31,0.96875
640,43500,32,31,0.96875
641,262500,32,0,0.0
642,10800,32,31,0.96875
643,840,32,28,0.875
644,29,32,0,0.0
645,48,32,29,0.90625
646,79,32,32,1.0
647,10,32,32,1.0
648,54,32,17,0.53125
649,162000,32,12,0.375
650,142,32,31,0.96875
651,2100,32,18,0.5625
652,75,32,14,0.4375
653,80,32,17,0.53125
654,2,32,30,0.9375
655,10,32,32,1.0
656,10,32,25,0.78125
657,330000,32,28,0.875
658,120,32,32,1.0
659,3,32,32,1.0
660,15,32,25,0.78125
661,44,32,27,0.84375
662,7,32,32,1.0
663,193,32,32,1.0
664,32,32,28,0.875
665,360,32,32,1.0
666,120,32,7,0.21875
667,53,32,24,0.75
668,3,32,32,1.0
669,132,32,31,0.96875
670,4,32,32,1.0
671,4,32,32,1.0
672,2,32,7,0.21875
673,9,32,32,1.0
674,12,32,32,1.0
675,33,32,2,0.0625
676,240,32,32,1.0
677,36,32,32,1.0
678,120,32,32,1.0
679,576,32,25,0.78125
680,20,32,32,1.0
681,298,32,7,0.21875
682,80,32,32,1.0
683,50,32,27,0.84375
684,11,32,32,1.0
685,14,32,32,1.0
686,80,32,32,1.0
687,13,32,14,0.4375
688,100,32,26,0.8125
689,7,32,0,0.0
690,5760,32,24,0.75
691,25,32,27,0.84375
692,32,32,32,1.0
693,68,32,32,1.0
694,9,32,30,0.9375
695,5,32,32,1.0
696,145,32,28,0.875
697,27,32,31,0.96875
698,720,32,32,1.0
699,8,32,32,1.0
700,135,32,32,1.0
701,200,32,26,0.8125
702,2800,32,32,1.0
703,50,32,30,0.9375
704,50,32,32,1.0
705,120,32,32,1.0
706,9,32,16,0.5
707,8,32,19,0.59375
708,168,32,32,1.0
709,3000,32,32,1.0
710,45,32,32,1.0
711,6,32,2,0.0625
712,14,32,27,0.84375
713,576,32,32,1.0
714,10,32,32,1.0
715,385000,32,28,0.875
716,770,32,30,0.9375
717,5,32,32,1.0
718,2,32,30,0.9375
719,175,32,32,1.0
720,4,32,22,0.6875
721,2450,32,11,0.34375
722,255,32,24,0.75
723,160,32,32,1.0
724,18,32,0,0.0
725,25,32,17,0.53125
726,10,32,31,0.96875
727,112,32,29,0.90625
728,40,32,32,1.0
729,1000,32,23,0.71875
730,8,32,32,1.0
731,1,32,27,0.84375
732,87,32,32,1.0
733,5,32,32,1.0
734,17,32,30,0.9375
735,50,32,32,1.0
736,3,32,32,1.0
737,2,32,31,0.96875
738,4,32,32,1.0
739,98,32,30,0.9375
740,25,32,32,1.0
741,28,32,32,1.0
742,24,32,32,1.0
743,8,32,32,1.0
744,4,32,32,1.0
745,1100,32,25,0.78125
746,28,32,32,1.0
747,350,32,32,1.0
748,336,32,32,1.0
749,3,32,0,0.0
750,4000,32,26,0.8125
751,43,32,20,0.625
752,240,32,0,0.0
753,128,32,32,1.0
754,89,32,0,0.0
755,7,32,32,1.0
756,22,32,32,1.0
757,75,32,32,1.0
758,133,32,31,0.96875
759,60000,32,30,0.9375
760,16,32,30,0.9375
761,27,32,32,1.0
762,85,32,32,1.0
763,100,32,30,0.9375
764,14,32,30,0.9375
765,490,32,31,0.96875
766,12,32,32,1.0
767,60,32,32,1.0
768,675,32,0,0.0
769,110,32,30,0.9375
770,4,32,0,0.0
771,3,32,31,0.96875
772,50,32,31,0.96875
773,10,32,32,1.0
774,10,32,29,0.90625
775,276,32,32,1.0
776,800,32,32,1.0
777,4400,32,6,0.1875
778,38,32,32,1.0
779,255,32,8,0.25
780,25,32,0,0.0
781,17,32,3,0.09375
782,54,32,0,0.0
783,4,32,4,0.125
784,15,32,0,0.0
785,155,32,14,0.4375
786,142,32,32,1.0
787,25,32,32,1.0
788,100,32,24,0.75
789,4,32,20,0.625
790,108,32,12,0.375
791,100,32,31,0.96875
792,75,32,32,1.0
793,250,32,31,0.96875
794,32,32,32,1.0
795,20,32,32,1.0
796,2880000,32,0,0.0
797,540,32,31,0.96875
798,20,32,16,0.5
799,4,32,32,1.0
800,428,32,32,1.0
801,1240,32,32,1.0
802,6,32,17,0.53125
803,9,32,31,0.96875
804,20,32,29,0.90625
805,1170,32,25,0.78125
806,70,32,23,0.71875
807,4,32,23,0.71875
808,12,32,22,0.6875
809,50,32,32,1.0
810,310,32,25,0.78125
811,60,32,30,0.9375
812,79,32,11,0.34375
813,7,32,7,0.21875
814,11,32,0,0.0
815,4,32,10,0.3125
816,4500,32,32,1.0
817,15,32,30,0.9375
818,16,32,32,1.0
819,6250,32,30,0.9375
820,720,32,31,0.96875
821,35,32,30,0.9375
822,1260,32,32,1.0
823,14,32,0,0.0
824,52,32,32,1.0
825,153,32,32,1.0
826,27,32,31,0.96875
827,11,32,1,0.03125
828,60,32,32,1.0
829,14000,32,30,0.9375
830,1128,32,21,0.65625
831,324,32,15,0.46875
832,42,32,32,1.0
833,40,32,32,1.0
834,80,32,32,1.0
835,48,32,0,0.0
836,140,32,32,1.0
837,120,32,0,0.0
838,15,32,32,1.0
839,2,32,27,0.84375
840,16,32,1,0.03125
841,5600,32,32,1.0
842,10,32,32,1.0
843,19,32,31,0.96875
844,180,32,23,0.71875
845,12,32,32,1.0
846,11,32,31,0.96875
847,975,32,19,0.59375
848,10,32,29,0.90625
849,75,32,31,0.96875
850,70,32,31,0.96875
851,110,32,31,0.96875
852,123,32,30,0.9375
853,15,32,32,1.0
854,144,32,11,0.34375
855,13,32,13,0.40625
856,7,32,29,0.90625
857,14000,32,31,0.96875
858,3430,32,23,0.71875
859,1520,32,24,0.75
860,3,32,32,1.0
861,30,32,30,0.9375
862,40,32,32,1.0
863,110,32,24,0.75
864,80,32,29,0.90625
865,23,32,31,0.96875
866,28,32,32,1.0
867,7,32,32,1.0
868,15,32,28,0.875
869,500,32,32,1.0
870,40,32,30,0.9375
871,48,32,31,0.96875
872,13,32,32,1.0
873,12,32,31,0.96875
874,132,32,30,0.9375
875,60,32,32,1.0
876,41,32,29,0.90625
877,7000,32,29,0.90625
878,5,32,31,0.96875
879,575,32,29,0.90625
880,10,32,29,0.90625
881,16,32,32,1.0
882,5,32,32,1.0
883,25,32,28,0.875
884,50,32,32,1.0
885,500,32,32,1.0
886,20,32,32,1.0
887,34,32,31,0.96875
888,10,32,0,0.0
889,15,32,32,1.0
890,25,32,31,0.96875
891,55,32,32,1.0
892,1,32,31,0.96875
893,480,32,31,0.96875
894,26,32,2,0.0625
895,74,32,31,0.96875
896,250,32,32,1.0
897,1,32,31,0.96875
898,110,32,32,1.0
899,16,32,30,0.9375
900,15,32,28,0.875
901,1,32,4,0.125
902,8,32,32,1.0
903,16,32,32,1.0
904,8,32,32,1.0
905,5,32,32,1.0
906,10,32,30,0.9375
907,16,32,31,0.96875
908,14,32,32,1.0
909,38,32,32,1.0
910,700,32,32,1.0
911,64,32,32,1.0
912,6,32,28,0.875
913,6,32,30,0.9375
914,3,32,32,1.0
915,23,32,32,1.0
916,14,32,13,0.40625
917,12,32,32,1.0
918,56,32,31,0.96875
919,90,32,32,1.0
920,47,32,31,0.96875
921,4,32,32,1.0
922,60,32,29,0.90625
923,2,32,4,0.125
924,12,32,19,0.59375
925,2000,32,28,0.875
926,1,32,1,0.03125
927,85000,32,31,0.96875
928,60,32,28,0.875
929,60,32,32,1.0
930,14,32,32,1.0
931,50,32,6,0.1875
932,24,32,21,0.65625
933,15,32,31,0.96875
934,410,32,31,0.96875
935,64800,32,32,1.0
936,250,32,0,0.0
937,159,32,32,1.0
938,4,32,27,0.84375
939,650,32,29,0.90625
940,280,32,32,1.0
941,842,32,32,1.0
942,205,32,0,0.0
943,50,32,1,0.03125
944,34,32,32,1.0
945,17,32,31,0.96875
946,450,32,32,1.0
947,13,32,32,1.0
948,15,32,32,1.0
949,42,32,32,1.0
950,5,32,29,0.90625
951,300,32,3,0.09375
952,360,32,13,0.40625
953,452,32,0,0.0
954,34,32,29,0.90625
955,100,32,19,0.59375
956,1,32,13,0.40625
957,45,32,32,1.0
958,40,32,21,0.65625
959,7,32,32,1.0
960,11,32,0,0.0
961,225,32,12,0.375
962,1000,32,25,0.78125
963,147,32,27,0.84375
964,200,32,32,1.0
965,374,32,2,0.0625
966,48,32,30,0.9375
967,30,32,32,1.0
968,227,32,32,1.0
969,1800,32,17,0.53125
970,33,32,32,1.0
971,100,32,28,0.875
972,120,32,1,0.03125
973,79,32,17,0.53125
974,5,32,31,0.96875
975,20,32,31,0.96875
976,540,32,10,0.3125
977,4,32,31,0.96875
978,160,32,32,1.0
979,50,32,8,0.25
980,90,32,32,1.0
981,7,32,32,1.0
982,12,32,15,0.46875
983,15,32,32,1.0
984,342,32,0,0.0
985,63,32,32,1.0
986,70,32,32,1.0
987,3,32,32,1.0
988,6,32,30,0.9375
989,45,32,18,0.5625
990,14,32,23,0.71875
991,15,32,3,0.09375
992,52,32,19,0.59375
993,11,32,23,0.71875
994,2,32,32,1.0
995,12,32,2,0.0625
996,3,32,32,1.0
997,6600,32,11,0.34375
998,50,32,32,1.0
999,25,32,12,0.375
1000,1,32,24,0.75
1001,2,32,24,0.75
1002,8,32,32,1.0
1003,480,32,0,0.0
1004,8,32,32,1.0
1005,1490,32,19,0.59375
1006,826,32,21,0.65625
1007,34,32,32,1.0
1008,230,32,32,1.0
1009,1875,32,20,0.625
1010,5,32,32,1.0
1011,6000,32,22,0.6875
1012,94,32,0,0.0
1013,2,32,32,1.0
1014,3,32,2,0.0625
1015,78,32,32,1.0
1016,138,32,0,0.0
1017,45,32,23,0.71875
1018,60,32,18,0.5625
1019,98,32,13,0.40625
1020,22,32,32,1.0
1021,36,32,17,0.53125
1022,12,32,32,1.0
1023,77,32,32,1.0
1024,300,32,32,1.0
1025,30,32,21,0.65625
1026,43200,32,27,0.84375
1027,12,32,32,1.0
1028,200,32,30,0.9375
1029,34,32,19,0.59375
1030,24,32,0,0.0
1031,5,32,19,0.59375
1032,450,32,23,0.71875
1033,2,32,21,0.65625
1034,66,32,23,0.71875
1035,35,32,15,0.46875
1036,10,32,32,1.0
1037,10,32,31,0.96875
1038,4,32,5,0.15625
1039,160,32,29,0.90625
1040,736,32,32,1.0
1041,101,32,31,0.96875
1042,3,32,0,0.0
1043,130000,32,32,1.0
1044,1,32,32,1.0
1045,420,32,32,1.0
1046,189,32,3,0.09375
1047,10,32,32,1.0
1048,7400,32,0,0.0
1049,20,32,32,1.0
1050,655,32,15,0.46875
1051,15,32,31,0.96875
1052,110,32,25,0.78125
1053,55,32,25,0.78125
1054,2400,32,29,0.90625
1055,2304,32,32,1.0
1056,156,32,8,0.25
1057,24,32,30,0.9375
1058,250,32,31,0.96875
1059,2,32,30,0.9375
1060,31,32,29,0.90625
1061,58,32,32,1.0
1062,482,32,31,0.96875
1063,320,32,32,1.0
1064,247,32,32,1.0
1065,95,32,32,1.0
1066,14,32,32,1.0
1067,245,32,31,0.96875
1068,24,32,6,0.1875
1069,300,32,31,0.96875
1070,18,32,0,0.0
1071,251,32,15,0.46875
1072,85,32,32,1.0
1073,21,32,26,0.8125
1074,750,32,17,0.53125
1075,16,32,0,0.0
1076,162,32,32,1.0
1077,145,32,1,0.03125
1078,8,32,29,0.90625
1079,10,32,25,0.78125
1080,72000,32,31,0.96875
1081,195,32,30,0.9375
1082,2,32,3,0.09375
1083,2,32,28,0.875
1084,20,32,12,0.375
1085,26,32,31,0.96875
1086,131250,32,28,0.875
1087,12,32,24,0.75
1088,30,32,0,0.0
1089,32,32,8,0.25
1090,72,32,32,1.0
1091,1000,32,32,1.0
1092,1080,32,27,0.84375
1093,144,32,32,1.0
1094,25,32,3,0.09375
1095,270,32,32,1.0
1096,240,32,27,0.84375
1097,480,32,24,0.75
1098,30,32,32,1.0
1099,2,32,32,1.0
1100,5,32,32,1.0
1101,16,32,32,1.0
1102,113,32,27,0.84375
