difficulty/1_length/unknown,critic/returns/min,actor/pg_clipfrac,perf/mfu/actor,critic/advantages/mean,timing_s/ref,critic/score/min,timing_s/gen,critic/score/under_8k,prompt_length/max,val/HuggingFaceH4/MATH-500/length/unknown,val/HuggingFaceH4/MATH-500/reward/unknown,critic/score/mean,timing_s/adv,global_seqlen/balanced_min,actor/pg_loss,global_seqlen/minmax_diff,difficulty/zero_advantage_ratio/unknown,steps/steps,difficulty/reward/unknown,perf/max_memory_allocated_gb,critic/rewards/min,critic/returns/mean,global_seqlen/balanced_max,val/HuggingFaceH4/MATH-500/test_score/unknown,timing_s/old_log_prob,_runtime,response_length/max,actor/ppo_kl,actor/lr,val/HuggingFaceH4/MATH-500/1_length/unknown,response_length/min,critic/score/under_2k,actor/pg_clipfrac_lower,critic/returns/max,critic/advantages/max,difficulty/1_verification/unknown,response_length/clip_ratio,perf/time_per_step,critic/rewards/mean,actor/kl_coef,global_seqlen/max,prompt_length/mean,timing_s/testing,perf/total_num_tokens,timing_per_token_ms/update_actor,perf/cpu_memory_used_gb,_step,critic/score/max,timing_per_token_ms/adv,actor/grad_norm,global_seqlen/min,critic/advantages/min,timing_s/update_actor,val/HuggingFaceH4/MATH-500/length/mean,critic/rewards/max,difficulty/length/unknown,actor/entropy,val/HuggingFaceH4/MATH-500/0_length/unknown,prompt_length/min,val/HuggingFaceH4/MATH-500/reward/mean,prompt_length/clip_ratio,critic/score/under_16k,timing_per_token_ms/gen,response_length/mean,difficulty/0_verification/unknown,val/HuggingFaceH4/MATH-500/0_length/mean,steps/compute_matched_steps,difficulty/verification/unknown,perf/throughput,_timestamp,actor/kl_loss,timing_per_token_ms/ref,perf/max_memory_reserved_gb,global_seqlen/mean,val/generations,timing_s/save_checkpoint,timing_s/step,difficulty/0_length/unknown,critic/score/under_4k,val/HuggingFaceH4/MATH-500/1_length/mean,val/HuggingFaceH4/MATH-500/test_score/
1675.9620253164558,-2.4748666286468506,0.0008205925872916299,0.0,-0.0029530576430261135,12.56498915300017,0.0,97.83184656199955,0.30859375,428.0,,,0.30859375,0.24297222400036844,1043138.0,0.0031945860299112446,0.0,0.75,11.0,0.30859375,164.97439622879028,0.0,-0.0029530576430261135,1043138.0,,12.292798717000096,2295.139191111,2048.0,2.875706195482053e-05,1e-06,,569.0,0.30859375,9.99077835303703e-07,2.4748666286468506,2.4748666286468506,4.651898734177215,0.775390625,168.59350359500013,0.30859375,0.001,1043138.0,104.1875,,1043138.0,0.0437325211304736,35.855438232421875,11,1.0,0.00023292433407695669,0.2383710891008377,1043138.0,-2.4748666286468506,45.61905462699997,,1.0,1933.19140625,0.11458240968711449,,38.0,,0.0,0.30859375,0.09884061386712746,1933.19140625,8.717514124293785,,8804874.0,7.462890625,6187.296531341174,1779933881.9641411,0.002818021457642317,0.012045375734562607,211.939453125,1043138.0,,,168.59350359500013,2048.0,0.30859375,,
1716.1674008810573,-2.4748666286468506,0.0009502619086561026,0.0,-0.005524607375264168,12.302189878999798,0.0,97.4222220810002,0.443359375,393.0,,,0.443359375,0.2414072869996744,1015887.0,0.005617354931018781,0.0,0.640625,12.0,0.443359375,164.97439622879028,0.0,-0.005524607375264168,1015887.0,,12.003919512000266,2458.889366019,2048.0,0.000134075375399334,1e-06,,912.0,0.443359375,1.0196423545494326e-06,2.4748666286468506,2.4748666286468506,5.317180616740088,0.6875,166.90350371199975,0.443359375,0.001,1015887.0,84.390625,,1015887.0,0.04419077264105156,35.84697341918945,12,1.0,0.000237632026986933,0.24193072319030762,1015887.0,-2.4748666286468506,44.892831445999946,,1.0,1899.763671875,0.11417205375619233,,36.0,,0.0,0.443359375,0.10015865674184413,1899.763671875,8.908771929824562,,9794668.0,7.31640625,6086.672702527343,1779934049.1542685,0.0032313375268131495,0.01210980146315466,211.939453125,1015887.0,,,166.90350371199975,2045.9964912280702,0.443359375,,
1645.956937799043,-2.4748666286468506,0.0011903331651410554,0.0,-0.003308502258732915,12.269578179000291,0.0,94.40530636999983,0.408203125,332.0,,,0.408203125,0.24158807899993917,1017526.0,0.003353893378516659,0.0,0.703125,13.0,0.408203125,164.97439622879028,0.0,-0.003308502258732915,1017526.0,,12.124776767000185,2616.897500007,2048.0,1.6230544588324847e-06,1e-06,,705.0,0.408203125,4.13518773711985e-06,2.4748666286468506,2.4748666286468506,5.392344497607655,0.703125,163.4680918719996,0.408203125,0.001,1017526.0,106.203125,,1017526.0,0.04361715899348011,35.841392517089844,13,1.0,0.0002374269345451017,0.25869688391685486,1017526.0,-2.4748666286468506,44.381593321999844,,1.0,1881.15234375,0.11792984860949218,,35.0,,0.0,0.408203125,0.09801724172766425,1881.15234375,8.372937293729374,,10767347.0,7.15625,6224.615387306002,1779934212.9042656,0.004079301841557026,0.01205824537063455,211.939453125,1017526.0,,,163.4680918719996,2043.3828382838283,0.408203125,,
1627.2635379061371,-2.4748666286468506,0.0012569612928576047,0.0,-0.0038742502219974995,12.133872269999756,0.0,90.98900333900019,0.541015625,444.0,,,0.541015625,0.24753021099968464,976400.0,0.004021792852830502,0.0,0.59375,14.0,0.541015625,164.97439622879028,0.0,-0.0038742502219974995,976400.0,,11.49150902700012,2781.022519728,2048.0,-2.082810662555388e-05,1e-06,,574.0,0.541015625,0.0,2.4748666286468506,2.4748666286468506,4.404332129963899,0.60546875,157.70668109000007,0.541015625,0.001,976400.0,92.265625,,976400.0,0.0438388468250714,35.8278694152832,14,1.0,0.00025351312064695274,0.28080612421035767,976400.0,-2.4748666286468506,42.804250039999715,,1.0,1814.765625,0.10616661776458064,,31.0,,0.0,0.541015625,0.09792608736816069,1814.765625,8.174468085106383,,11730497.0,6.134765625,6191.240556529041,1779934370.9127572,0.0036167739890515804,0.012427153082752721,211.939453125,976400.0,,,157.70668109000007,2035.7787234042553,0.541015625,,
1737.4633027522937,-2.4748666286468506,0.0012201693189126672,0.0,-0.007292039692401886,12.262242475999756,0.0,94.7855489640001,0.42578125,240.0,,,0.42578125,0.24012181800026156,1016337.0,0.007466755789209856,0.0,0.546875,15.0,0.42578125,164.97439622879028,0.0,-0.007292039692401886,1016337.0,,12.016848020999987,2940.560651311,2048.0,7.004982859371012e-05,1e-06,,710.0,0.42578125,1.0324093864255701e-06,2.4748666286468506,2.4748666286468506,4.743119266055046,0.728515625,163.8270064809999,0.42578125,0.001,1016337.0,85.609375,,1016337.0,0.04376300039750592,35.84854507446289,15,1.0,0.00023626200561453688,0.26700499653816223,1016337.0,-2.4748666286468506,44.477956534999976,,1.0,1899.423828125,0.11764258169569075,,38.0,,0.0,0.42578125,0.09746535900997949,1899.423828125,8.346938775510203,,12659657.0,6.8125,6203.720752950896,1779934535.038651,0.0036315349861979485,0.012065134375703881,211.939453125,1016337.0,,,163.8270064809999,2019.5170068027212,0.42578125,,
1586.0357142857142,-2.4748666286468506,0.0008798919847205041,0.0,-0.0032702109310775995,11.757575245000226,0.0,92.54195533199982,0.4921875,328.0,,,0.4921875,0.23563285999989603,977665.0,0.0032712121479093067,0.0,0.71875,16.0,0.4921875,164.97439622879028,0.0,-0.0032702109310775995,977665.0,,11.51845365500003,3102.013504458,2048.0,0.00010068228971982946,1e-06,,715.0,0.4921875,1.0577801261998472e-06,2.4748666286468506,2.4748666286468506,4.444444444444445,0.634765625,159.2549819699998,0.4921875,0.001,977665.0,88.875,,977665.0,0.044142597041931526,35.83505630493164,16,1.0,0.00024101595127154601,0.24551916122436523,977665.0,-2.4748666286468506,43.15667213699999,,1.0,1820.626953125,0.11249621693165071,,33.0,,0.0,0.4921875,0.09927679374271162,1820.626953125,8.211538461538462,,13632162.0,6.357421875,6138.991621525354,1779934694.575885,0.004311986267566681,0.012026179974735953,211.939453125,977665.0,,,159.2549819699998,2048.0,0.4921875,,
1545.6008968609865,-2.4748666286468506,0.0009345126680038388,0.0,-0.005795344710350037,11.947742178000226,0.0,94.0155296009998,0.435546875,388.0,,,0.435546875,0.24532451400000355,991356.0,0.005894334010419345,0.0,0.6875,17.0,0.435546875,164.97439622879028,0.0,-0.005795344710350037,991356.0,,11.697179887999937,3262.321598061,2048.0,2.8082907632661743e-05,1e-06,,654.0,0.435546875,1.0458456780461054e-06,2.4748666286468506,2.4748666286468506,4.7174887892376685,0.658203125,161.17320076899978,0.435546875,0.001,991356.0,109.515625,,991356.0,0.043600362734476525,35.83124923706055,17,1.0,0.00024746358926561554,0.24612274765968323,991356.0,-2.4748666286468506,43.22348119899971,,1.0,1826.7265625,0.12226606689153179,,37.0,,0.0,0.435546875,0.1005208360252071,1826.7265625,9.152249134948097,,14564323.0,7.220703125,6150.873689111959,1779934856.029735,0.0046463157050311565,0.012051918965538339,211.939453125,991356.0,,,161.17320076899978,2043.6505190311418,0.435546875,,
1600.2288135593221,-2.4748666286468506,0.0012713409378193319,0.0,-0.00857547577470541,11.895167706999928,0.0,92.27199993499971,0.4609375,353.0,,,0.4609375,0.23589945999992779,989237.0,0.008678888596477918,0.0,0.671875,18.0,0.4609375,164.97439622879028,0.0,-0.00857547577470541,989237.0,,11.723676474000058,3417.125217737,2048.0,1.3366378871282336e-05,1e-06,,758.0,0.4609375,3.178652150381822e-06,2.4748666286468506,2.4748666286468506,4.639830508474576,0.6640625,159.96141583400004,0.4609375,0.001,989237.0,90.890625,,989237.0,0.04427012415932674,35.83946990966797,18,1.0,0.00023846607031472518,0.32397663593292236,989237.0,-2.4748666286468506,43.7936448129999,,1.0,1841.212890625,0.11052202177233994,,34.0,,0.0,0.4609375,0.09788045195136073,1841.212890625,7.492753623188406,,15499607.0,6.177734375,6184.222581691704,1779935016.3367486,0.0044121271930634975,0.01202458835142633,211.939453125,989237.0,,,159.96141583400004,2047.2717391304348,0.4609375,,
1553.3615384615384,-2.4748666286468506,0.0010551189170068791,0.0,-0.011006961576640606,11.417404968000028,0.0,89.65927507200013,0.5078125,210.0,,,0.5078125,0.22677205599984518,950746.0,0.011090777820021274,0.0,0.609375,19.0,0.5078125,164.97439622879028,0.0,-0.011006961576640606,950746.0,,11.213285534000079,3576.949100067,2048.0,1.1114862342853279e-05,1e-06,,688.0,0.5078125,1.0999817365495068e-06,2.4748666286468506,2.4748666286468506,4.0807692307692305,0.60546875,154.5378941490003,0.5078125,0.001,950746.0,78.984375,,950746.0,0.0441535424066999,35.84127426147461,19,1.0,0.00023852012630065777,0.2650475800037384,950746.0,-2.4748666286468506,41.9788038290003,,1.0,1777.94140625,0.10591661833947705,,36.0,,0.0,0.5078125,0.09849355609212741,1777.94140625,7.48015873015873,,16442308.0,5.75390625,6152.18684864,1779935171.1400013,0.005786760710179806,0.012008890879372649,211.939453125,950746.0,,,154.5378941490003,2009.6507936507937,0.5078125,,
1571.7089552238806,-2.4748666286468506,0.0007092204643413425,0.0,-0.005590308923274279,11.797651508999934,0.0,93.10247540099999,0.5234375,438.0,,,0.5234375,0.2322382719999041,968634.0,0.005598879035096616,0.0,0.765625,20.0,0.5234375,165.09199905395508,0.0,-0.005590308923274279,968634.0,,11.734061213000132,3735.388837635,2048.0,6.375872368759398e-05,1e-06,,634.0,0.5234375,1.110851856841085e-06,2.4748666286468506,2.4748666286468506,3.7388059701492535,0.61328125,159.5396751549997,0.5234375,0.001,968634.0,93.171875,,968634.0,0.044012546176367816,35.84077072143555,20,1.0,0.00023975853831261767,0.21828246116638184,968634.0,-2.4748666286468506,42.632048652999856,,1.0,1798.69140625,0.10496034671862921,,34.0,,0.0,0.5234375,0.10109614780819388,1798.69140625,7.200819672131147,,17352614.0,5.388671875,6071.430188502829,1779935330.9641535,0.006327400915324688,0.012179679330892715,211.939453125,968634.0,,,159.5396751549997,2048.0,0.5234375,,
1623.5704697986578,-2.4748666286468506,0.0005593017361412246,0.0,-0.0057898773811757565,11.75293259099999,0.0,92.15281744100002,0.58203125,292.0,,,0.58203125,0.23170972499974596,968664.0,0.0058173423749394715,0.0,0.703125,21.0,0.58203125,165.09199905395508,0.0,-0.0057898773811757565,968664.0,,11.52465582700006,3889.157353218,2048.0,9.183657593600782e-05,1e-06,,846.0,0.58203125,1.096541734202014e-06,2.4748666286468506,2.4748666286468506,4.218120805369128,0.568359375,158.1624907800001,0.58203125,0.001,968664.0,91.484375,,968664.0,0.043831723325115694,35.845184326171875,21,1.0,0.00023920546753027465,0.27192479372024536,968664.0,-2.4748666286468506,42.458212442999866,,1.0,1800.4375,0.11504959266993307,,34.0,,0.0,0.58203125,0.09996790866911691,1800.4375,9.19626168224299,,18273544.0,6.298828125,6124.486249697385,1779935489.4030082,0.006286161951720715,0.012133136558187348,211.939453125,968664.0,,,158.1624907800001,2046.728971962617,0.58203125,,
1541.5833333333333,-2.4748666286468506,0.00039163004325457913,0.0,-0.0046417140401899815,11.362801364000006,0.0,88.89645207999956,0.5390625,320.0,,,0.5390625,0.2337879649999195,940815.0,0.0046968364060438915,0.0,0.8125,22.0,0.5390625,165.1745719909668,0.0,-0.0046417140401899815,940815.0,,11.634481760000199,4043.16041997,2048.0,3.6655680340682636e-05,1e-06,,550.0,0.5390625,0.0,2.4748666286468506,2.4748666286468506,3.8731884057971016,0.560546875,153.49990631800028,0.5390625,0.001,940815.0,77.828125,,940815.0,0.04392519048271953,35.839569091796875,22,1.0,0.00024849515048114615,0.1919941008090973,940815.0,-2.4748666286468506,41.32547808399977,,1.0,1759.701171875,0.10887409284197051,,30.0,,0.0,0.5390625,0.09866782255065898,1759.701171875,7.864406779661017,,19195368.0,5.712890625,6129.091688505315,1779935643.1724064,0.006707028020173311,0.012077615008264118,212.912109375,940815.0,,,153.49990631800028,2014.7881355932204,0.5390625,,
1536.8821428571428,-2.4748666286468506,0.0007571685545068855,0.0,-0.006355049554258585,11.353890942000362,0.0,89.95819172300025,0.546875,360.0,,,0.546875,0.22886264499993558,944383.0,0.006392413734768828,0.0,0.71875,23.0,0.546875,165.1745719909668,0.0,-0.006355049554258585,944383.0,,11.126947546999872,4202.481809231,2048.0,3.626545944825921e-05,1e-06,,782.0,0.546875,0.0,2.4748666286468506,2.4748666286468506,3.8785714285714286,0.544921875,153.72552482900028,0.546875,0.001,944383.0,85.796875,,944383.0,0.04342561078291355,35.83982849121094,23,1.0,0.0002423409199444882,0.2364470660686493,944383.0,-2.4748666286468506,41.010408588000246,,1.0,1758.701171875,0.10834025690952936,,35.0,,0.0,0.546875,0.09990303982209023,1758.701171875,8.142241379310345,,20096335.0,5.810546875,6143.306396582504,1779935797.1762946,0.008231927640736103,0.01202254905266228,212.912109375,944383.0,,,153.72552482900028,2026.4137931034484,0.546875,,
1646.4440154440153,-2.4748666286468506,0.0008114520986113817,0.0,-0.0032854429446160793,11.860537710000244,0.0,90.94375672899969,0.505859375,287.0,,,0.505859375,1.104319795000265,987297.0,0.0032372242817326614,0.0,0.71875,24.0,0.505859375,165.1745719909668,0.0,-0.0032854429446160793,987297.0,,11.65345247500045,4364.466595378,2048.0,3.980066450763374e-05,1e-06,,763.0,0.505859375,1.0597262101533312e-06,2.4748666286468506,2.4748666286468506,4.328185328185328,0.619140625,159.02763772100025,0.505859375,0.001,987297.0,92.390625,,987297.0,0.04397852343924922,35.91754913330078,24,1.0,0.0011185284620537335,0.24214191734790802,987297.0,-2.4748666286468506,43.41986425600044,,1.0,1835.923828125,0.11054915309913697,,33.0,,0.0,0.505859375,0.09674939784551555,1835.923828125,7.932806324110672,,20996790.0,6.109375,6208.335948070387,1779935956.4973512,0.008956264704465866,0.01201314063549291,212.912109375,987297.0,,,159.02763772100025,2029.897233201581,0.505859375,,
