actor/kl_coef,timing_s/gen,prompt_length/clip_ratio,critic/rewards/min,difficulty/1_verification/unknown,timing_per_token_ms/ref,val/HuggingFaceH4/MATH-500/reward/mean,response_length/max,val/HuggingFaceH4/MATH-500/test_score/unknown,difficulty/0_verification/unknown,response_length/min,val/generations,critic/advantages/max,difficulty/reward/unknown,val/HuggingFaceH4/MATH-500/length/unknown,critic/score/min,difficulty/verification/unknown,critic/score/under_2k,timing_s/save_checkpoint,actor/lr,actor/grad_norm,critic/score/max,_timestamp,global_seqlen/balanced_max,steps/compute_matched_steps,val/HuggingFaceH4/MATH-500/length/mean,actor/pg_clipfrac,perf/total_num_tokens,prompt_length/max,perf/cpu_memory_used_gb,val/HuggingFaceH4/MATH-500/0_length/mean,perf/time_per_step,critic/score/under_8k,timing_s/ref,critic/advantages/mean,timing_s/update_actor,perf/max_memory_allocated_gb,difficulty/length/unknown,actor/entropy,critic/returns/min,response_length/mean,response_length/clip_ratio,actor/kl_loss,timing_per_token_ms/update_actor,timing_s/step,timing_s/testing,val/HuggingFaceH4/MATH-500/reward/unknown,val/HuggingFaceH4/MATH-500/1_length/unknown,_runtime,difficulty/1_length/unknown,timing_s/adv,critic/returns/max,critic/rewards/max,critic/score/mean,val/HuggingFaceH4/MATH-500/test_score/,timing_s/old_log_prob,perf/mfu/actor,global_seqlen/min,difficulty/0_length/unknown,perf/throughput,prompt_length/min,_step,actor/ppo_kl,global_seqlen/mean,timing_per_token_ms/gen,difficulty/zero_advantage_ratio/unknown,critic/advantages/min,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/max,critic/score/under_4k,actor/pg_clipfrac_lower,perf/max_memory_reserved_gb,val/HuggingFaceH4/MATH-500/0_length/unknown,critic/rewards/mean,prompt_length/mean,steps/steps,timing_per_token_ms/adv,critic/score/under_16k,actor/pg_loss,critic/returns/mean,val/HuggingFaceH4/MATH-500/1_length/mean
0.001,120.83555260000003,0.0,0.0,5.2822299651567945,0.013079787192144364,,2048.0,,8.435555555555556,713.0,,2.4748666286468506,0.560546875,,0.0,6.66796875,0.560546875,,1e-06,0.3071698546409607,1.0,1779910840.5093563,990236.0,8777069.0,,0.0013754805850405847,990236.0,362.0,35.96601104736328,,192.96561969999993,0.560546875,12.952076150000266,-0.005958572495728731,46.6507816190001,108.78066635131836,1845.9140625,0.1156312741579548,-2.4748666286468506,1845.9140625,0.62109375,0.002524648793041706,0.04711077118888841,192.96561969999993,,,,2776.072674137,1691.4599303135888,0.2610118530001273,2.4748666286468506,1.0,0.560546875,,12.242043435999676,0.0,990236.0,2042.9288888888889,5131.670613342944,40.0,10,2.3005785131376357e-05,990236.0,0.12785369777845498,0.578125,-2.4748666286468506,0.0,990236.0,990236.0,0.560546875,2.16004170191985e-06,116.052734375,,0.560546875,88.140625,10.0,0.000263585501840094,0.560546875,0.006079337185984778,-0.005958572495728731,
0.001,154.47357909099992,0.0,0.0,4.898550724637682,0.013047934892413952,,2048.0,,8.5,830.0,,2.4748666286468506,0.26953125,,0.0,7.529296875,0.26953125,,1e-06,0.17933620512485504,1.0,1779911072.0454044,1054040.0,9722177.0,,0.00048680725012673065,1054040.0,461.0,35.979530334472656,,231.23723676400004,0.26953125,13.753045294000003,-0.002082924824208021,49.665176409000196,108.78066635131836,1949.296875,0.12578699913095026,-2.4748666286468506,1949.296875,0.830078125,0.0028731520287692547,0.047118872537095555,231.23723676400004,,,,2994.609639434,1694.0144927536232,0.25985511199996836,2.4748666286468506,1.0,0.26953125,,13.053735478999897,0.0,1054040.0,2043.4919786096257,4558.2623921239365,39.0,11,6.0370972492177424e-05,1054040.0,0.15477694189711827,0.765625,-2.4748666286468506,0.0,1054040.0,1054040.0,0.26953125,0.0,116.052734375,,0.26953125,109.375,11.0,0.0002465324959204284,0.26953125,0.002175745800794924,-0.002082924824208021,
0.001,142.66404973099998,0.0,0.0,5.17910447761194,0.013099631609265588,,2048.0,,8.29903536977492,877.0,,2.4748666286468506,0.392578125,,0.0,7.07421875,0.392578125,,1e-06,0.2726898491382599,1.0,1779911290.5825517,1036367.0,10720217.0,,0.0010781718601444454,1036367.0,382.0,35.977848052978516,,218.23776064699996,0.392578125,13.57602591199975,-0.010946620255708694,48.7918951810002,108.78066635131836,1920.794921875,0.11611821660489748,-2.4748666286468506,1920.794921875,0.720703125,0.0028411480598151684,0.04707974605617528,218.23776064699996,,,,3186.329489296,1756.6716417910447,0.28529925399971034,2.4748666286468506,1.0,0.392578125,,12.890683881000314,0.0,1036367.0,2026.8681672025723,4748.797810825808,32.0,12,6.648763023390943e-05,1036367.0,0.1450653159051784,0.640625,-2.4748666286468506,0.0,1036367.0,1036367.0,0.392578125,2.0124251463902043e-06,116.052734375,,0.392578125,103.359375,12.0,0.0002752878603812263,0.392578125,0.011011051070509535,-0.010946620255708694,
0.001,121.0447380669998,0.0,0.0,4.4591439688715955,0.01312064248365782,,2048.0,,9.215686274509803,519.0,,2.4748666286468506,0.501953125,,0.0,6.828125,0.501953125,,1e-06,0.24493364989757538,1.0,1779911482.3022647,966381.0,11703664.0,,0.0007829194749525238,966381.0,314.0,35.94655227661133,,191.43842625000025,0.501953125,12.679539603999729,-0.00517624756321311,45.59728659500024,108.78066635131836,1792.822265625,0.11796401777575093,-2.4748666286468506,1792.822265625,0.61328125,0.003992458339780569,0.04718355037505936,191.43842625000025,,,,3379.228054992,1543.0428015564203,0.25005030400006945,2.4748666286468506,1.0,0.501953125,,11.840914458000043,0.0,966381.0,2044.5607843137254,5047.999082159185,36.0,13,-3.0396685976865554e-07,966381.0,0.13186778665686172,0.65625,-2.4748666286468506,0.0,966381.0,966381.0,0.501953125,0.0,116.052734375,,0.501953125,94.640625,13.0,0.00025874919312369495,0.501953125,0.0053731099281820556,-0.00517624756321311,
0.001,121.84343968199983,0.0,0.0,4.664179104477612,0.013008894288621217,,2048.0,,8.180327868852459,647.0,,2.4748666286468506,0.5234375,,0.0,6.33984375,0.5234375,,1e-06,0.2559506297111511,1.0,1779911675.2008405,976962.0,12621589.0,,0.0009137748368835498,976962.0,252.0,35.9687614440918,,192.62252843199985,0.5234375,12.709195381999962,-0.005269420333206654,45.70638557300026,108.78066635131836,1828.97265625,0.11218242611615889,-2.4748666286468506,1828.97265625,0.60546875,0.00395259028300643,0.04678419997195414,192.62252843199985,,,,3580.562408989,1646.0,0.25614788199982286,2.4748666286468506,1.0,0.5234375,,12.082234648999929,0.0,976962.0,2029.9426229508197,5071.898951554308,36.0,14,0.00014178403826888591,976962.0,0.13011428427630758,0.75,-2.4748666286468506,0.0,976962.0,976962.0,0.5234375,1.074373534309768e-06,116.052734375,,0.5234375,79.15625,14.0,0.0002621881731324482,0.5234375,0.005354215676385549,-0.005269420333206654,
0.001,127.49567933100025,0.0,0.0,4.208556149732621,0.01299810046251723,,2048.0,,8.707692307692307,665.0,,2.4748666286468506,0.365234375,,0.0,7.064453125,0.365234375,,1e-06,0.2096046358346939,1.0,1779911876.535339,1015314.0,13558023.0,,0.0006894734760862775,1015314.0,396.0,35.98048782348633,,201.0551381780001,0.365234375,13.19715337300022,-0.0032951750326901674,47.512154310999904,108.78066635131836,1877.87890625,0.12194505333900452,-2.4748666286468506,1877.87890625,0.724609375,0.004233961459249258,0.04679552760131339,201.0551381780001,,,,3787.598631876,1582.2139037433155,0.26114712900016457,2.4748666286468506,1.0,0.365234375,,12.562674957000127,0.0,1015314.0,2048.0,5049.928140116032,34.0,15,8.319162667902447e-05,1015314.0,0.1326043963029684,0.765625,-2.4748666286468506,0.0,1015314.0,1015314.0,0.365234375,1.048833723871212e-06,116.177734375,,0.365234375,105.15625,15.0,0.0002572082419824454,0.365234375,0.0032641205471009016,-0.0032951750326901674,
0.001,131.9243476290003,0.0,0.0,4.25615763546798,0.013082702719036473,,2048.0,,8.093851132686083,769.0,,2.4748666286468506,0.396484375,,0.0,6.572265625,0.396484375,,1e-06,0.2187647819519043,1.0,1779912083.571703,1019258.0,14519497.0,,0.0006751316032023169,1019258.0,495.0,36.022769927978516,,206.7516263450002,0.396484375,13.334649407999677,-0.003999324515461922,48.19089742999995,108.78066635131836,1891.25390625,0.11427772720344365,-2.4748666286468506,1891.25390625,0.689453125,0.004125997889786959,0.04728037202553225,206.7516263450002,,,,3985.49922382,1685.152709359606,0.2622513770002115,2.4748666286468506,1.0,0.396484375,,12.595845748999636,0.0,1019258.0,2026.6537216828478,4929.866903678885,41.0,16,3.622975668804429e-05,1019258.0,0.13624016352928084,0.765625,-2.4748666286468506,0.0,1019258.0,1019258.0,0.396484375,0.0,116.177734375,,0.396484375,99.484375,16.0,0.0002572963636294358,0.396484375,0.004092495728400536,-0.003999324515461922,
0.001,126.3393726850004,0.0,0.0,4.40625,0.013001377097027032,,2048.0,,7.065972222222222,838.0,,2.4748666286468506,0.4375,,0.0,5.90234375,0.4375,,1e-06,0.2743434011936188,1.0,1779912281.4721634,982641.0,15487819.0,,0.0009942059198604716,982641.0,324.0,35.95064163208008,,197.59934035200013,0.4375,12.775686191999739,-0.00663396343588829,46.04133556499983,108.78066635131836,1832.267578125,0.11156658323541764,-2.4748666286468506,1832.267578125,0.65234375,0.005821645259857178,0.046854686060320935,197.59934035200013,,,,4174.666225307,1595.736607142857,0.25446358900035193,2.4748666286468506,1.0,0.4375,,12.162559066000085,0.0,982641.0,2016.236111111111,4972.89615567309,36.0,17,1.3200349875139562e-05,982641.0,0.13467279027438933,0.6875,-2.4748666286468506,0.0,982641.0,982641.0,0.4375,2.206547510614919e-06,117.005859375,,0.4375,86.953125,17.0,0.0002589588557777987,0.4375,0.006864871424172194,-0.00663396343588829,
0.001,118.85449484200035,0.0,0.0,4.2063492063492065,0.012968209754936134,,2048.0,,7.976923076923077,678.0,,2.4748666286468506,0.4921875,,0.0,6.12109375,0.4921875,,1e-06,0.2752782702445984,1.0,1779912470.6393628,962118.0,16425940.0,,0.001081530509206156,962118.0,305.0,35.94758224487305,,188.89290990699965,0.4921875,12.476948032999644,-0.0055209556594491005,45.4524995189995,108.78066635131836,1795.08984375,0.10828001027305921,-2.4748666286468506,1795.08984375,0.619140625,0.005476916208863258,0.04724212572574207,188.89290990699965,,,,4375.966172184,1562.126984126984,0.24558809900008782,2.4748666286468506,1.0,0.4921875,,11.838295133999964,0.0,962118.0,2020.8846153846155,5093.457454139985,30.0,18,3.1740711680564955e-05,962118.0,0.12931814307039857,0.65625,-2.4748666286468506,0.0,962118.0,962118.0,0.4921875,3.2889328091793383e-06,117.005859375,,0.4921875,84.046875,18.0,0.00025525777399454933,0.4921875,0.005576615609849493,-0.0055209556594491005,
0.001,128.20434307100004,0.0,0.0,4.731404958677686,0.013012889252315673,,2048.0,,8.144444444444444,545.0,,2.4748666286468506,0.47265625,,0.0,6.53125,0.47265625,,1e-06,0.3042956292629242,1.0,1779912671.9387746,1000355.0,17345026.0,,0.0015251686963893007,1000355.0,206.0,35.97071075439453,,201.01119484900028,0.47265625,13.017508828000246,-0.005208320450037718,47.14890884799934,108.78066635131836,1871.333984375,0.11492007737979293,-2.4748666286468506,1871.333984375,0.677734375,0.0074629769660532475,0.047132176925190894,201.01119484900028,,,,4568.477845417,1679.5495867768595,0.2543587160007519,2.4748666286468506,1.0,0.47265625,,12.360689969000305,0.0,1000355.0,2043.2296296296297,4976.613370969051,37.0,19,9.51960066686297e-06,1000355.0,0.13380781284970722,0.640625,-2.4748666286468506,0.0,1000355.0,1000355.0,0.47265625,3.1159700029093074e-06,117.005859375,,0.47265625,82.484375,19.0,0.0002542684507007531,0.47265625,0.0054056617664173245,-0.005208320450037718,
0.001,122.48592782499964,0.0,0.0,3.9717314487632507,0.013090806368840035,,2048.0,,8.393013100436681,537.0,,1.6201815605163574,0.552734375,,0.0,5.94921875,0.552734375,,1e-06,0.25552552938461304,1.0,1779912864.4507935,953643.0,18303149.0,,0.0009232075613302489,953643.0,419.0,35.94182205200195,,192.23540666000008,0.552734375,12.483955857999717,-0.00578673230484128,45.17171702500036,108.78066635131836,1755.865234375,0.11301674519975981,-2.4748666286468506,1755.865234375,0.5546875,0.007230493240058422,0.047367533788850086,192.23540666000008,,,,4764.434074242,1519.4734982332157,0.26962711099986336,1.6201815605163574,1.0,0.552734375,,11.79968405300042,0.0,953643.0,2048.0,4960.808295251636,38.0,20,0.0001200263483042363,953643.0,0.1362464061020927,0.75,-2.4748666286468506,0.0,953643.0,953643.0,0.552734375,0.0,117.005859375,,0.552734375,106.71875,20.0,0.0002827338018523319,0.552734375,0.005927682124699156,-0.00578673230484128,
0.001,125.44898311999987,0.0,0.0,4.128113879003559,0.013070339998015481,,2048.0,,8.406926406926408,464.0,,2.4748666286468506,0.548828125,,0.0,6.05859375,0.548828125,,1e-06,0.31948819756507874,1.0,1779913060.4071236,967788.0,19202152.0,,0.0009704639594401083,967788.0,277.0,35.958885192871094,,195.67752527100038,0.548828125,12.649318205999407,-0.012415943667292595,45.312410739999905,108.78066635131836,1791.6015625,0.11020582698045238,-2.4748666286468506,1791.6015625,0.564453125,0.006983725819736719,0.046820595770974534,195.67752527100038,,,,4953.041216552,1591.0462633451957,0.25331436400028906,2.4748666286468506,1.0,0.548828125,,11.987074099999518,0.0,967788.0,2035.5670995670996,4945.831150816518,34.0,21,6.995061102638682e-05,967788.0,0.1367589481303825,0.65625,-2.4748666286468506,0.0,967788.0,967788.0,0.548828125,2.1889039001713e-06,117.005859375,,0.548828125,98.609375,21.0,0.00026174571703750107,0.548828125,0.01248790969651553,-0.012415943667292595,
0.001,118.82568551500026,0.0,0.0,4.120274914089347,0.012985306231883034,,2048.0,,7.5656108597285066,707.0,,2.4748666286468506,0.568359375,,0.0,5.607421875,0.568359375,,1e-06,0.263236403465271,1.0,1779913249.014368,960416.0,20119452.0,,0.0012433461767310898,960416.0,362.0,35.953922271728516,,188.3365881130003,0.568359375,12.471295870000176,-0.008153398521244526,44.95822965000025,108.78066635131836,1772.25,0.11234465688467025,-2.4748666286468506,1772.25,0.57421875,0.008485042490065098,0.046811204363526066,188.3365881130003,,,,5145.99796049,1574.4604810996564,0.24149386099998082,2.4748666286468506,1.0,0.568359375,,11.813591346000067,0.0,960416.0,2032.6877828054298,5099.465853250771,36.0,22,9.557222982342258e-05,960416.0,0.1309529789936436,0.671875,-2.4748666286468506,0.0,960416.0,960416.0,0.568359375,4.423983167119635e-06,117.005859375,,0.568359375,103.5625,22.0,0.00025144714477890915,0.568359375,0.008295648607114951,-0.008153398521244526,
0.001,123.11927909000042,0.0,0.0,3.5573122529644268,0.012998052340732535,,2048.0,,8.447876447876448,641.0,,2.4748666286468506,0.494140625,,0.0,6.03125,0.494140625,,1e-06,0.1614571511745453,1.0,1779913441.970982,958183.0,21026844.0,,0.0004575455459416844,958183.0,325.0,35.95216751098633,,192.6776142109993,0.494140625,12.454512786000123,-0.001415272825397551,45.07261740499962,108.78066635131836,1775.982421875,0.11103047654032708,-2.4748666286468506,1775.982421875,0.625,0.008476360701024532,0.047039675516054466,192.6776142109993,,,,5331.020022708,1497.5138339920948,0.24762843099961174,2.4748666286468506,1.0,0.494140625,,11.756444057999943,0.0,958183.0,2048.0,4972.985595258116,38.0,23,6.195061432663351e-05,958183.0,0.13539961826805852,0.765625,-2.4748666286468506,0.0,958183.0,958183.0,0.494140625,2.1768011113939186e-06,117.005859375,,0.494140625,95.46875,23.0,0.0002584354251741178,0.494140625,0.0015163260240418216,-0.001415272825397551,
